AAJNHDNO_00002	K02338
AAJNHDNO_03930	0
AAJNHDNO_03931	K02485
AAJNHDNO_03932	0
AAJNHDNO_03933	K04754
AAJNHDNO_03934	K07107
AAJNHDNO_03935	K03710
AAJNHDNO_03936	0
AAJNHDNO_03937	0
AAJNHDNO_03938	0
AAJNHDNO_03939	K06879
AAJNHDNO_03940	0
AAJNHDNO_03942	K07665
AAJNHDNO_03943	K07644
AAJNHDNO_03944	K01992
AAJNHDNO_03945	K01990
AAJNHDNO_03946	K00799
AAJNHDNO_03947	0
AAJNHDNO_03948	K06445
AAJNHDNO_03950	0
AAJNHDNO_03951	0
AAJNHDNO_03955	0
AAJNHDNO_03956	K00799
AAJNHDNO_03957	K08968
AAJNHDNO_03958	K06923
AAJNHDNO_03959	K20973
AAJNHDNO_03960	0
AAJNHDNO_03961	K00432
AAJNHDNO_03962	K07305
AAJNHDNO_03963	K14260
AAJNHDNO_03964	0
AAJNHDNO_03965	K03799
AAJNHDNO_03966	0
AAJNHDNO_03967	K00569
AAJNHDNO_03968	0
AAJNHDNO_03969	0
AAJNHDNO_03970	K03446
AAJNHDNO_03971	K03543
AAJNHDNO_03972	K18139
AAJNHDNO_03973	K18900
AAJNHDNO_03974	K15777
AAJNHDNO_03975	K05592
AAJNHDNO_03977	K00797
AAJNHDNO_03978	K01626
AAJNHDNO_03979	K09927
AAJNHDNO_03980	0
AAJNHDNO_03981	0
AAJNHDNO_03982	K07090
AAJNHDNO_03983	0
AAJNHDNO_03984	0
AAJNHDNO_03985	0
AAJNHDNO_03986	K02356
AAJNHDNO_03987	0
AAJNHDNO_03989	0
AAJNHDNO_03990	K16291
AAJNHDNO_03991	0
AAJNHDNO_03992	K10804
AAJNHDNO_03993	K02003
AAJNHDNO_03994	K02004
AAJNHDNO_03995	K04760
AAJNHDNO_03996	0
AAJNHDNO_03997	K01975
AAJNHDNO_03998	K01046
AAJNHDNO_03999	0
AAJNHDNO_04000	K15977
AAJNHDNO_04001	K18691
AAJNHDNO_04003	K03424
AAJNHDNO_04004	K03406
AAJNHDNO_04005	0
AAJNHDNO_04006	0
AAJNHDNO_04007	0
AAJNHDNO_04008	K01073
AAJNHDNO_04009	0
AAJNHDNO_04010	K22452
AAJNHDNO_04011	0
AAJNHDNO_04012	K03924
AAJNHDNO_04013	K01591
AAJNHDNO_04014	0
AAJNHDNO_04015	0
AAJNHDNO_04016	0
AAJNHDNO_04017	0
AAJNHDNO_04018	0
AAJNHDNO_04019	0
AAJNHDNO_04020	0
AAJNHDNO_04021	K07052
AAJNHDNO_04022	0
AAJNHDNO_04023	0
AAJNHDNO_04024	K13774
AAJNHDNO_04025	K13778
AAJNHDNO_04026	K11731
AAJNHDNO_04027	K13779
AAJNHDNO_04028	K01968
AAJNHDNO_04029	K13775
AAJNHDNO_04030	K02182
AAJNHDNO_04031	0
AAJNHDNO_04032	0
AAJNHDNO_04033	K03088
AAJNHDNO_04034	0
AAJNHDNO_04036	0
AAJNHDNO_04037	0
AAJNHDNO_04038	0
AAJNHDNO_04039	K02030
AAJNHDNO_04040	K05934
AAJNHDNO_04041	K03394
AAJNHDNO_04042	K06042
AAJNHDNO_04043	K02229
AAJNHDNO_04044	K00595
AAJNHDNO_04045	K02188
AAJNHDNO_04046	K05895
AAJNHDNO_04047	0
AAJNHDNO_04048	K02014
AAJNHDNO_04049	K02013
AAJNHDNO_04050	K02016
AAJNHDNO_04051	K02015
AAJNHDNO_04052	0
AAJNHDNO_04053	0
AAJNHDNO_04054	0
AAJNHDNO_04055	K00076
AAJNHDNO_04056	0
AAJNHDNO_04057	K03406
AAJNHDNO_04058	0
AAJNHDNO_04059	K01451
AAJNHDNO_04060	K09997
AAJNHDNO_04061	K10016
AAJNHDNO_04062	K10015
AAJNHDNO_04063	K10017
AAJNHDNO_04064	0
AAJNHDNO_04065	0
AAJNHDNO_04066	0
AAJNHDNO_04067	0
AAJNHDNO_04068	K16137
AAJNHDNO_04069	K10680
AAJNHDNO_04070	0
AAJNHDNO_04071	K22318
AAJNHDNO_04074	K12262
AAJNHDNO_04075	0
AAJNHDNO_04076	0
AAJNHDNO_04077	0
AAJNHDNO_04078	K00632
AAJNHDNO_04079	K13580
AAJNHDNO_04080	K03404
AAJNHDNO_04081	K01626
AAJNHDNO_04082	K02230
AAJNHDNO_04083	K02234
AAJNHDNO_04084	0
AAJNHDNO_04085	0
AAJNHDNO_04086	K02189
AAJNHDNO_04087	K05936
AAJNHDNO_04088	0
AAJNHDNO_04089	K00209
AAJNHDNO_04090	K03522
AAJNHDNO_04091	K03521
AAJNHDNO_04092	K00311
AAJNHDNO_04093	K09986
AAJNHDNO_04094	0
AAJNHDNO_04095	0
AAJNHDNO_04096	0
AAJNHDNO_04097	0
AAJNHDNO_04098	K03424
AAJNHDNO_04099	K02676
AAJNHDNO_04100	K02341
AAJNHDNO_04101	K00943
AAJNHDNO_04102	K07082
AAJNHDNO_04103	K02619
AAJNHDNO_04104	K09458
AAJNHDNO_04105	K02078
AAJNHDNO_04106	K00059
AAJNHDNO_04107	K00645
AAJNHDNO_04108	K03621
AAJNHDNO_04109	K02911
AAJNHDNO_04110	K07040
AAJNHDNO_04111	K06287
AAJNHDNO_04112	K04773
AAJNHDNO_04113	K01091
AAJNHDNO_04114	K06179
AAJNHDNO_04115	K08300
AAJNHDNO_04116	K00075
AAJNHDNO_04117	K01104
AAJNHDNO_04118	K00979
AAJNHDNO_04119	K09791
AAJNHDNO_04120	K00912
AAJNHDNO_04121	K03559
AAJNHDNO_04122	K03561
AAJNHDNO_04123	K02238
AAJNHDNO_04124	K09928
AAJNHDNO_04125	K09808
AAJNHDNO_04126	K09810
AAJNHDNO_04127	K09808
AAJNHDNO_04128	0
AAJNHDNO_04129	0
AAJNHDNO_04130	K01126
AAJNHDNO_04131	K00322
AAJNHDNO_04132	K05952
AAJNHDNO_04133	K03734
AAJNHDNO_04134	K00351
AAJNHDNO_04135	K00350
AAJNHDNO_04136	K00349
AAJNHDNO_04137	K00348
AAJNHDNO_04138	K00347
AAJNHDNO_04139	K00346
AAJNHDNO_04140	K03293
AAJNHDNO_04141	K00134
AAJNHDNO_04142	K03723
AAJNHDNO_04143	0
AAJNHDNO_04144	K00772
AAJNHDNO_04145	K01207
AAJNHDNO_04146	0
AAJNHDNO_04147	K01356
AAJNHDNO_04148	K13053
AAJNHDNO_04149	0
AAJNHDNO_04150	0
AAJNHDNO_04151	K03168
AAJNHDNO_04152	0
AAJNHDNO_04153	K00632
AAJNHDNO_04154	K01782
AAJNHDNO_04155	0
AAJNHDNO_04156	0
AAJNHDNO_04157	K06149
AAJNHDNO_04158	0
AAJNHDNO_04159	K15738
AAJNHDNO_04160	K08309
AAJNHDNO_04161	0
AAJNHDNO_04162	K07140
AAJNHDNO_04163	0
AAJNHDNO_04164	0
AAJNHDNO_04165	K00111
AAJNHDNO_04166	K00803
AAJNHDNO_04167	0
AAJNHDNO_04169	K03638
AAJNHDNO_04170	K03752
AAJNHDNO_04171	0
AAJNHDNO_04173	0
AAJNHDNO_04174	0
AAJNHDNO_04175	0
AAJNHDNO_04176	K00799
AAJNHDNO_04177	K07006
AAJNHDNO_04178	0
AAJNHDNO_04179	0
AAJNHDNO_04180	K03320
AAJNHDNO_04181	0
AAJNHDNO_04182	0
AAJNHDNO_04183	0
AAJNHDNO_04184	K01129
AAJNHDNO_04185	K07679
AAJNHDNO_04186	K07690
AAJNHDNO_04187	K09923
AAJNHDNO_04188	K07259
AAJNHDNO_04189	K12297
AAJNHDNO_04190	K03812
AAJNHDNO_04191	K00254
AAJNHDNO_04192	0
AAJNHDNO_04193	0
AAJNHDNO_04194	0
AAJNHDNO_04195	0
AAJNHDNO_04196	0
AAJNHDNO_04197	0
AAJNHDNO_04198	0
AAJNHDNO_04199	K21012
AAJNHDNO_04200	K20921
AAJNHDNO_04201	K21010
AAJNHDNO_04202	K21009
AAJNHDNO_04203	K21008
AAJNHDNO_04204	K21007
AAJNHDNO_04205	K21006
AAJNHDNO_04207	0
AAJNHDNO_04208	0
AAJNHDNO_04209	0
AAJNHDNO_04210	K15371
AAJNHDNO_04211	0
AAJNHDNO_04212	K03924
AAJNHDNO_04213	0
AAJNHDNO_04214	0
AAJNHDNO_04215	K07114
AAJNHDNO_04216	K07114
AAJNHDNO_04217	0
AAJNHDNO_04218	0
AAJNHDNO_04219	0
AAJNHDNO_04220	0
AAJNHDNO_04221	K07003
AAJNHDNO_04222	0
AAJNHDNO_04223	0
AAJNHDNO_04224	0
AAJNHDNO_04225	K01256
AAJNHDNO_04226	0
AAJNHDNO_04227	K09916
AAJNHDNO_04228	K02441
AAJNHDNO_04229	0
AAJNHDNO_04230	K00858
AAJNHDNO_04231	K09977
AAJNHDNO_04232	K01505
AAJNHDNO_04233	0
AAJNHDNO_04234	K00219
AAJNHDNO_04235	0
AAJNHDNO_04236	0
AAJNHDNO_04240	K02462
AAJNHDNO_04241	K02461
AAJNHDNO_04242	K02460
AAJNHDNO_04243	K02459
AAJNHDNO_04244	K02458
AAJNHDNO_04245	K02457
AAJNHDNO_04246	K02456
AAJNHDNO_04247	K02455
AAJNHDNO_04248	K02454
AAJNHDNO_04249	K02452
AAJNHDNO_04250	K02453
AAJNHDNO_04251	0
AAJNHDNO_04252	K10764
AAJNHDNO_04253	K00764
AAJNHDNO_04254	K03558
AAJNHDNO_04255	K03749
AAJNHDNO_04256	K11754
AAJNHDNO_04257	K01963
AAJNHDNO_04258	K01817
AAJNHDNO_04259	K06173
AAJNHDNO_04260	K08086
AAJNHDNO_04261	K00133
AAJNHDNO_04262	K00133
AAJNHDNO_04263	K00052
AAJNHDNO_04264	0
AAJNHDNO_04265	K01704
AAJNHDNO_04266	K01703
AAJNHDNO_04267	0
AAJNHDNO_04268	0
AAJNHDNO_04269	0
AAJNHDNO_04270	0
AAJNHDNO_04271	K04080
AAJNHDNO_04272	0
AAJNHDNO_04273	0
AAJNHDNO_04274	K05541
AAJNHDNO_04275	K07107
AAJNHDNO_04276	K01625
AAJNHDNO_04277	0
AAJNHDNO_04278	0
AAJNHDNO_04283	K01885
AAJNHDNO_04284	0
AAJNHDNO_04285	K03543
AAJNHDNO_04286	K03446
AAJNHDNO_04287	K03702
AAJNHDNO_04288	K00832
AAJNHDNO_04290	K02237
AAJNHDNO_04291	0
AAJNHDNO_04292	K13007
AAJNHDNO_04293	K01784
AAJNHDNO_04294	K03208
AAJNHDNO_04295	K01791
AAJNHDNO_04296	K19068
AAJNHDNO_04297	K17716
AAJNHDNO_04298	0
AAJNHDNO_04299	K12990
AAJNHDNO_04300	0
AAJNHDNO_04301	0
AAJNHDNO_04302	K05789
AAJNHDNO_04303	K05788
AAJNHDNO_04304	K02945
AAJNHDNO_04305	K00945
AAJNHDNO_04306	K00210
AAJNHDNO_04307	K00817
AAJNHDNO_04308	K14170
AAJNHDNO_04309	K00831
AAJNHDNO_04310	K02469
AAJNHDNO_04311	K08963
AAJNHDNO_04312	K12960
AAJNHDNO_04313	K00568
AAJNHDNO_04314	K01091
AAJNHDNO_04315	0
AAJNHDNO_04316	0
AAJNHDNO_04317	K01479
AAJNHDNO_04318	K03312
AAJNHDNO_04319	0
AAJNHDNO_04320	0
AAJNHDNO_04321	K06178
AAJNHDNO_04322	K03574
AAJNHDNO_04323	K01625
AAJNHDNO_04324	K01057
AAJNHDNO_04325	K00036
AAJNHDNO_04326	K19337
AAJNHDNO_04327	K01792
AAJNHDNO_04328	K07267
AAJNHDNO_04329	K10112
AAJNHDNO_04330	K17317
AAJNHDNO_04331	K17316
AAJNHDNO_04332	K17315
AAJNHDNO_04333	K07638
AAJNHDNO_04334	K02483
AAJNHDNO_04335	K00845
AAJNHDNO_04336	K01690
AAJNHDNO_04337	K00134
AAJNHDNO_04338	0
AAJNHDNO_04339	0
AAJNHDNO_04340	K06024
AAJNHDNO_04341	K05896
AAJNHDNO_04342	0
AAJNHDNO_04343	K07053
AAJNHDNO_04344	K06190
AAJNHDNO_04345	K05527
AAJNHDNO_04346	0
AAJNHDNO_04347	K07662
AAJNHDNO_04348	K06006
AAJNHDNO_04349	K02484
AAJNHDNO_04350	0
AAJNHDNO_04351	0
AAJNHDNO_04352	K06940
AAJNHDNO_04353	K03498
AAJNHDNO_04354	K02066
AAJNHDNO_04355	K02065
AAJNHDNO_04356	K02067
AAJNHDNO_04357	K18480
AAJNHDNO_04358	0
AAJNHDNO_04359	0
AAJNHDNO_04360	K01768
AAJNHDNO_04361	0
AAJNHDNO_04362	0
AAJNHDNO_04363	0
AAJNHDNO_04364	K06878
AAJNHDNO_04365	0
AAJNHDNO_04366	K01118
AAJNHDNO_04367	0
AAJNHDNO_04368	0
AAJNHDNO_04369	K01055
AAJNHDNO_04370	K01802
AAJNHDNO_04371	K18893
AAJNHDNO_04372	0
AAJNHDNO_04373	K09919
AAJNHDNO_04374	0
AAJNHDNO_04375	K02342
AAJNHDNO_04376	K07182
AAJNHDNO_04377	K14393
AAJNHDNO_04378	0
AAJNHDNO_04379	K02002
AAJNHDNO_04380	0
AAJNHDNO_04381	0
AAJNHDNO_04382	K04754
AAJNHDNO_04383	K06911
AAJNHDNO_04384	K07001
AAJNHDNO_04385	K02517
AAJNHDNO_04386	K03610
AAJNHDNO_04387	K03609
AAJNHDNO_04388	K03608
AAJNHDNO_04389	K06177
AAJNHDNO_04390	K01267
AAJNHDNO_04391	K03817
AAJNHDNO_04392	K03710
AAJNHDNO_04393	K02055
AAJNHDNO_04394	0
AAJNHDNO_04395	K02054
AAJNHDNO_04396	K02053
AAJNHDNO_04397	K02052
AAJNHDNO_04398	0
AAJNHDNO_04399	K00344
AAJNHDNO_04400	K03797
AAJNHDNO_04401	0
AAJNHDNO_04402	0
AAJNHDNO_04403	0
AAJNHDNO_04404	0
AAJNHDNO_04405	K02030
AAJNHDNO_04406	0
AAJNHDNO_04407	K03773
AAJNHDNO_04410	K03554
AAJNHDNO_04411	K03453
AAJNHDNO_04412	K11741
AAJNHDNO_04413	K03704
AAJNHDNO_04414	0
AAJNHDNO_04415	K16091
AAJNHDNO_04416	0
AAJNHDNO_04417	0
AAJNHDNO_04418	0
AAJNHDNO_04419	K03724
AAJNHDNO_04420	0
AAJNHDNO_04421	0
AAJNHDNO_04422	K09771
AAJNHDNO_04423	0
AAJNHDNO_04424	0
AAJNHDNO_04425	0
AAJNHDNO_04426	K07221
AAJNHDNO_04427	K07221
AAJNHDNO_04428	0
AAJNHDNO_04429	K09929
AAJNHDNO_04430	K09930
AAJNHDNO_04431	0
AAJNHDNO_04432	0
AAJNHDNO_04433	K03088
AAJNHDNO_04434	K16872
AAJNHDNO_04435	K06867
AAJNHDNO_04436	0
AAJNHDNO_04437	0
AAJNHDNO_04438	0
AAJNHDNO_04439	0
AAJNHDNO_04440	K11904
AAJNHDNO_04441	K02503
AAJNHDNO_04442	K01077
AAJNHDNO_04443	K03578
AAJNHDNO_04445	K01897
AAJNHDNO_04446	K01897
AAJNHDNO_04447	0
AAJNHDNO_04448	0
AAJNHDNO_04449	K18567
AAJNHDNO_04450	K15548
AAJNHDNO_04451	0
AAJNHDNO_04452	0
AAJNHDNO_04453	0
AAJNHDNO_04454	0
AAJNHDNO_04455	0
AAJNHDNO_04456	0
AAJNHDNO_04457	K03580
AAJNHDNO_04458	0
AAJNHDNO_04459	K03760
AAJNHDNO_04460	0
AAJNHDNO_04461	K00020
AAJNHDNO_04462	K02044
AAJNHDNO_04463	K02041
AAJNHDNO_04464	K02042
AAJNHDNO_04465	K02042
AAJNHDNO_04466	0
AAJNHDNO_04467	0
AAJNHDNO_04468	K01114
AAJNHDNO_04469	K09936
AAJNHDNO_04470	0
AAJNHDNO_04471	0
AAJNHDNO_04472	0
AAJNHDNO_04473	0
AAJNHDNO_04474	K07044
AAJNHDNO_04475	K01358
AAJNHDNO_04476	K12239
AAJNHDNO_04477	K00480
AAJNHDNO_04478	0
AAJNHDNO_04479	0
AAJNHDNO_04480	K21033
AAJNHDNO_04481	K06893
AAJNHDNO_04482	K00648
AAJNHDNO_04483	K02078
AAJNHDNO_04484	0
AAJNHDNO_04485	K18567
AAJNHDNO_04486	K03274
AAJNHDNO_04487	K07401
AAJNHDNO_04488	K07001
AAJNHDNO_04489	K08086
AAJNHDNO_04490	K06075
AAJNHDNO_04491	0
AAJNHDNO_04492	0
AAJNHDNO_04493	K03654
AAJNHDNO_04494	K20976
AAJNHDNO_04495	K20977
AAJNHDNO_04496	K20978
AAJNHDNO_04497	K00575
AAJNHDNO_04498	K03415
AAJNHDNO_04499	K02386
AAJNHDNO_04500	K02398
AAJNHDNO_04501	K02399
AAJNHDNO_04502	0
AAJNHDNO_04504	0
AAJNHDNO_04505	K01915
AAJNHDNO_04506	K01753
AAJNHDNO_04507	0
AAJNHDNO_04508	0
AAJNHDNO_04509	K03543
AAJNHDNO_04510	K20277
AAJNHDNO_04511	K22112
AAJNHDNO_04512	0
AAJNHDNO_04513	K01999
AAJNHDNO_04514	0
AAJNHDNO_04515	K01426
AAJNHDNO_04516	0
AAJNHDNO_04518	0
AAJNHDNO_04519	0
AAJNHDNO_04520	0
AAJNHDNO_04522	0
AAJNHDNO_04526	K06167
AAJNHDNO_04527	K05774
AAJNHDNO_04528	K06162
AAJNHDNO_04529	K05780
AAJNHDNO_04530	K05781
AAJNHDNO_04531	K06163
AAJNHDNO_04532	K06164
AAJNHDNO_04533	K06165
AAJNHDNO_04534	K06166
AAJNHDNO_04535	K02043
AAJNHDNO_04536	K02042
AAJNHDNO_04537	K02044
AAJNHDNO_04538	K02041
AAJNHDNO_04539	0
AAJNHDNO_04540	0
AAJNHDNO_04541	0
AAJNHDNO_04542	0
AAJNHDNO_04543	0
AAJNHDNO_04544	0
AAJNHDNO_04545	K19339
AAJNHDNO_04546	K00376
AAJNHDNO_04547	K07218
AAJNHDNO_04548	K19340
AAJNHDNO_04549	K19341
AAJNHDNO_04550	K19342
AAJNHDNO_04551	K00528
AAJNHDNO_04552	0
AAJNHDNO_04553	0
AAJNHDNO_04554	K01992
AAJNHDNO_04555	K01992
AAJNHDNO_04556	K01993
AAJNHDNO_04557	K13256
AAJNHDNO_04558	0
AAJNHDNO_04559	K12538
AAJNHDNO_04560	K02022
AAJNHDNO_04561	K06148
AAJNHDNO_04562	K12545
AAJNHDNO_04563	K16087
AAJNHDNO_04564	K07165
AAJNHDNO_04565	K03088
AAJNHDNO_04567	0
AAJNHDNO_04568	K09918
AAJNHDNO_04570	0
AAJNHDNO_04571	K00627
AAJNHDNO_04572	K00162
AAJNHDNO_04573	K00161
AAJNHDNO_04574	K00263
AAJNHDNO_04575	0
AAJNHDNO_04576	0
AAJNHDNO_04577	0
AAJNHDNO_04578	0
AAJNHDNO_04579	0
AAJNHDNO_04580	0
AAJNHDNO_04581	K06995
AAJNHDNO_04582	K01692
AAJNHDNO_04583	0
AAJNHDNO_04584	0
AAJNHDNO_04585	0
AAJNHDNO_04586	0
AAJNHDNO_04587	0
AAJNHDNO_04588	K06518
AAJNHDNO_04589	0
AAJNHDNO_04590	K06205
AAJNHDNO_04591	K09932
AAJNHDNO_04592	K03793
AAJNHDNO_04593	K01495
AAJNHDNO_04594	K07589
AAJNHDNO_04595	K09948
AAJNHDNO_04596	0
AAJNHDNO_04597	0
AAJNHDNO_04598	K15555
AAJNHDNO_04599	K02050
AAJNHDNO_04600	K04091
AAJNHDNO_04601	K15553
AAJNHDNO_04602	K00299
AAJNHDNO_04603	K15555
AAJNHDNO_04604	K15554
AAJNHDNO_04605	K15553
AAJNHDNO_04606	0
AAJNHDNO_04607	0
AAJNHDNO_04608	K00116
AAJNHDNO_04609	K09915
AAJNHDNO_04610	K00632
AAJNHDNO_04611	0
AAJNHDNO_04612	K15461
AAJNHDNO_04613	K07090
AAJNHDNO_04614	0
AAJNHDNO_04615	K01953
AAJNHDNO_04616	0
AAJNHDNO_04617	0
AAJNHDNO_04618	0
AAJNHDNO_04619	K09898
AAJNHDNO_04620	0
AAJNHDNO_04621	K08217
AAJNHDNO_04622	0
AAJNHDNO_04623	K08369
AAJNHDNO_04624	K16053
AAJNHDNO_04625	0
AAJNHDNO_04626	0
AAJNHDNO_04627	K00027
AAJNHDNO_04628	K01183
AAJNHDNO_04629	K05786
AAJNHDNO_04630	0
AAJNHDNO_04631	K01713
AAJNHDNO_04632	K13061
AAJNHDNO_04633	K07782
AAJNHDNO_04634	K18101
AAJNHDNO_04635	K18100
AAJNHDNO_04636	K01494
AAJNHDNO_04637	K03593
AAJNHDNO_04638	K01874
AAJNHDNO_04639	0
AAJNHDNO_04640	0
AAJNHDNO_04642	K11904
AAJNHDNO_04643	K01115
AAJNHDNO_04644	0
AAJNHDNO_04645	K03617
AAJNHDNO_04646	K03616
AAJNHDNO_04647	K03615
AAJNHDNO_04648	K03614
AAJNHDNO_04649	K03612
AAJNHDNO_04650	K03613
AAJNHDNO_04651	K10773
AAJNHDNO_04652	0
AAJNHDNO_04653	0
AAJNHDNO_04654	K21607
AAJNHDNO_04655	0
AAJNHDNO_04656	0
AAJNHDNO_04657	0
AAJNHDNO_04658	0
AAJNHDNO_04659	0
AAJNHDNO_04660	K00130
AAJNHDNO_04661	K06989
AAJNHDNO_04662	K01652
AAJNHDNO_04663	0
AAJNHDNO_04664	0
AAJNHDNO_04665	0
AAJNHDNO_04666	0
AAJNHDNO_04667	K00059
AAJNHDNO_04668	K02050
AAJNHDNO_04669	K02051
AAJNHDNO_04670	K02049
AAJNHDNO_04671	0
AAJNHDNO_04672	K01756
AAJNHDNO_04673	K01756
AAJNHDNO_04674	K06137
AAJNHDNO_04675	K06137
AAJNHDNO_04676	K07213
AAJNHDNO_04677	K18300
AAJNHDNO_04678	K18299
AAJNHDNO_04679	K18298
AAJNHDNO_04680	K01759
AAJNHDNO_04681	K01940
AAJNHDNO_04682	K21218
AAJNHDNO_04683	K01465
AAJNHDNO_04684	K03683
AAJNHDNO_04685	K03386
AAJNHDNO_04686	K02192
AAJNHDNO_04687	K03594
AAJNHDNO_04688	0
AAJNHDNO_04689	K07390
AAJNHDNO_04690	0
AAJNHDNO_04691	K12685
AAJNHDNO_04693	K00611
AAJNHDNO_04694	K02010
AAJNHDNO_04695	K09861
AAJNHDNO_04696	K00012
AAJNHDNO_04697	K19290
AAJNHDNO_04698	K19291
AAJNHDNO_04699	K19292
AAJNHDNO_04700	K16081
AAJNHDNO_04701	K01795
AAJNHDNO_04702	K19293
AAJNHDNO_04703	K01729
AAJNHDNO_04704	K19294
AAJNHDNO_04705	K19295
AAJNHDNO_04706	K19296
AAJNHDNO_04707	K00971
AAJNHDNO_04708	K07806
AAJNHDNO_04709	K10012
AAJNHDNO_04710	K01784
AAJNHDNO_04711	K13014
AAJNHDNO_04712	K07264
AAJNHDNO_04713	K12962
AAJNHDNO_04714	K12963
AAJNHDNO_04715	K00012
AAJNHDNO_04716	K02768
AAJNHDNO_04717	K00882
AAJNHDNO_04718	K02768
AAJNHDNO_04719	K03435
AAJNHDNO_04720	K03424
AAJNHDNO_04721	0
AAJNHDNO_04722	0
AAJNHDNO_04724	0
AAJNHDNO_04725	0
AAJNHDNO_04726	0
AAJNHDNO_04727	K01908
AAJNHDNO_04728	K00020
AAJNHDNO_04729	K00140
AAJNHDNO_04730	K07506
AAJNHDNO_04731	0
AAJNHDNO_04732	K07552
AAJNHDNO_04733	K18135
AAJNHDNO_04734	K07213
AAJNHDNO_04735	K12262
AAJNHDNO_04736	0
AAJNHDNO_04737	0
AAJNHDNO_04738	K00864
AAJNHDNO_04739	K03976
AAJNHDNO_04740	K02440
AAJNHDNO_04741	K00864
AAJNHDNO_04742	K02444
AAJNHDNO_04743	K00111
AAJNHDNO_04744	K02442
AAJNHDNO_04745	0
AAJNHDNO_04746	K03576
AAJNHDNO_04747	K16140
AAJNHDNO_04748	K00626
AAJNHDNO_04749	K00074
AAJNHDNO_04750	K01692
AAJNHDNO_04751	0
AAJNHDNO_04752	K09456
AAJNHDNO_04753	0
AAJNHDNO_04754	0
AAJNHDNO_04755	K00567
AAJNHDNO_04756	K14052
AAJNHDNO_04757	K18540
AAJNHDNO_04758	0
AAJNHDNO_04759	K02919
AAJNHDNO_04760	K02909
AAJNHDNO_04761	0
AAJNHDNO_04762	K00901
AAJNHDNO_04763	0
AAJNHDNO_04764	0
AAJNHDNO_04765	K05812
AAJNHDNO_04766	K02052
AAJNHDNO_04767	K11071
AAJNHDNO_04768	K11070
AAJNHDNO_04769	K11069
AAJNHDNO_04770	0
AAJNHDNO_04771	K09954
AAJNHDNO_04772	0
AAJNHDNO_04773	K07576
AAJNHDNO_04774	K06966
AAJNHDNO_04775	K03565
AAJNHDNO_04776	K03553
AAJNHDNO_04777	K03743
AAJNHDNO_04778	0
AAJNHDNO_04779	K03555
AAJNHDNO_04780	K05524
AAJNHDNO_04781	K03087
AAJNHDNO_04782	K06194
AAJNHDNO_04783	K00573
AAJNHDNO_04784	K03787
AAJNHDNO_04785	K06176
AAJNHDNO_04786	K01770
AAJNHDNO_04787	K01070
AAJNHDNO_04788	K00121
AAJNHDNO_04789	0
AAJNHDNO_04790	K07112
AAJNHDNO_04791	0
AAJNHDNO_04792	K00991
AAJNHDNO_04793	K05589
AAJNHDNO_04794	K01689
AAJNHDNO_04795	K01627
AAJNHDNO_04796	K01937
AAJNHDNO_04797	K04075
AAJNHDNO_04798	K01962
AAJNHDNO_04799	K02337
AAJNHDNO_04800	K03310
AAJNHDNO_04801	K03470
AAJNHDNO_04802	K00748
AAJNHDNO_04803	K00677
AAJNHDNO_04804	K02372
AAJNHDNO_04805	K02536
AAJNHDNO_04806	K06142
AAJNHDNO_04807	K07277
AAJNHDNO_04808	K11749
AAJNHDNO_04809	K00099
AAJNHDNO_04810	K00981
AAJNHDNO_04811	K00806
AAJNHDNO_04812	K02838
AAJNHDNO_04813	K09903
AAJNHDNO_04814	K02357
AAJNHDNO_04815	K02967
AAJNHDNO_04816	K01265
AAJNHDNO_04817	K00990
AAJNHDNO_04818	K14261
AAJNHDNO_04819	K03316
AAJNHDNO_04820	0
AAJNHDNO_04822	K06940
AAJNHDNO_04823	K00537
AAJNHDNO_04824	0
AAJNHDNO_04825	K00674
AAJNHDNO_04826	K01766
AAJNHDNO_04827	K02426
AAJNHDNO_04828	0
AAJNHDNO_04829	0
AAJNHDNO_04830	K01992
AAJNHDNO_04831	K01990
AAJNHDNO_04832	K00631
AAJNHDNO_04833	K09914
AAJNHDNO_04834	0
AAJNHDNO_04835	K18138
AAJNHDNO_04836	K18302
AAJNHDNO_04837	K18301
AAJNHDNO_04838	0
AAJNHDNO_04839	K15984
AAJNHDNO_04840	0
AAJNHDNO_04841	0
AAJNHDNO_04842	0
AAJNHDNO_04843	0
AAJNHDNO_04844	K14742
AAJNHDNO_04845	K00939
AAJNHDNO_04846	K01595
AAJNHDNO_04847	0
AAJNHDNO_04848	0
AAJNHDNO_04849	K01534
AAJNHDNO_04850	0
AAJNHDNO_04851	0
AAJNHDNO_04852	0
AAJNHDNO_04853	0
AAJNHDNO_04854	K06889
AAJNHDNO_04855	0
AAJNHDNO_04856	0
AAJNHDNO_04857	0
AAJNHDNO_04858	0
AAJNHDNO_04859	K04567
AAJNHDNO_04860	K02836
AAJNHDNO_04861	K07315
AAJNHDNO_04862	K13491
AAJNHDNO_04863	K03407
AAJNHDNO_04864	K13489
AAJNHDNO_04865	K00575
AAJNHDNO_04866	K13488
AAJNHDNO_04867	K03406
AAJNHDNO_04868	0
AAJNHDNO_04869	K00108
AAJNHDNO_04870	0
AAJNHDNO_04871	0
AAJNHDNO_04872	K00316
AAJNHDNO_04873	K07687
AAJNHDNO_04874	0
AAJNHDNO_04875	K02002
AAJNHDNO_04876	K01802
AAJNHDNO_04877	0
AAJNHDNO_04878	0
