locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKJFLGDP_01629	CDS	1389	btuF_3			Vitamin B12-binding protein
JKJFLGDP_01630	CDS	513				hypothetical protein
JKJFLGDP_01631	CDS	597				hypothetical protein
JKJFLGDP_01632	CDS	1935				hypothetical protein
JKJFLGDP_01633	CDS	8313				hypothetical protein
JKJFLGDP_01634	CDS	729				hypothetical protein
JKJFLGDP_01635	CDS	1668	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
JKJFLGDP_01636	CDS	927	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
JKJFLGDP_01637	CDS	1044				hypothetical protein
JKJFLGDP_01638	CDS	936				hypothetical protein
JKJFLGDP_01639	CDS	135				hypothetical protein
JKJFLGDP_01640	CDS	1878				hypothetical protein
JKJFLGDP_01641	CDS	1248	bamB_1			Outer membrane protein assembly factor BamB
JKJFLGDP_01642	CDS	2355	bamB_2			Outer membrane protein assembly factor BamB
JKJFLGDP_01643	CDS	1323	bamB_3			Outer membrane protein assembly factor BamB
JKJFLGDP_01644	CDS	6609				hypothetical protein
JKJFLGDP_01645	CDS	453				hypothetical protein
JKJFLGDP_01646	CDS	426				hypothetical protein
JKJFLGDP_01647	CDS	735				hypothetical protein
JKJFLGDP_01648	CDS	912	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JKJFLGDP_01649	CDS	2025			COG1239	putative protein
JKJFLGDP_01650	CDS	783	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
JKJFLGDP_01651	CDS	402	btuC_2			Vitamin B12 import system permease protein BtuC
JKJFLGDP_01652	CDS	195				hypothetical protein
JKJFLGDP_01653	CDS	105				hypothetical protein
JKJFLGDP_01654	CDS	1095	moaA_2			GTP 3',8-cyclase
JKJFLGDP_01655	CDS	3702	cobN_2	6.6.1.2		Aerobic cobaltochelatase subunit CobN
JKJFLGDP_01656	CDS	1707	amiF	3.5.1.49		Formamidase
JKJFLGDP_01657	CDS	1221				hypothetical protein
JKJFLGDP_01658	CDS	1023	btuF_4			Vitamin B12-binding protein
JKJFLGDP_01659	CDS	831	btuF_5			Vitamin B12-binding protein
JKJFLGDP_01660	CDS	969	btuF_6			Vitamin B12-binding protein
JKJFLGDP_01661	CDS	189				hypothetical protein
JKJFLGDP_01662	CDS	489				hypothetical protein
JKJFLGDP_01663	CDS	270				hypothetical protein
JKJFLGDP_01664	CDS	1245	btuF_7			Vitamin B12-binding protein
JKJFLGDP_01665	CDS	636	btuF_8			Vitamin B12-binding protein
JKJFLGDP_01666	CDS	1029			COG0614	putative protein
JKJFLGDP_01667	CDS	903	btuF_9			Vitamin B12-binding protein
JKJFLGDP_01668	CDS	3804				hypothetical protein
JKJFLGDP_01669	CDS	411				hypothetical protein
JKJFLGDP_01670	CDS	1062			COG0614	putative protein
JKJFLGDP_01671	CDS	1047	hmuU_1		COG0609	Hemin transport system permease protein HmuU
JKJFLGDP_01672	CDS	480				hypothetical protein
JKJFLGDP_01673	CDS	933	cbiKp_2	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase CbiKP
JKJFLGDP_01674	CDS	279				hypothetical protein
JKJFLGDP_01675	CDS	405				hypothetical protein
JKJFLGDP_01676	CDS	450				hypothetical protein
JKJFLGDP_01677	CDS	885				Iron-sulfur cluster carrier protein
JKJFLGDP_01678	CDS	276				hypothetical protein
JKJFLGDP_01679	CDS	750				hypothetical protein
JKJFLGDP_01680	CDS	1461	miaB_2	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JKJFLGDP_01681	CDS	1680				hypothetical protein
JKJFLGDP_01682	CDS	768				hypothetical protein
JKJFLGDP_01683	CDS	504				hypothetical protein
JKJFLGDP_01684	CDS	1305				hypothetical protein
JKJFLGDP_01685	CDS	2313	topA	5.6.2.1		DNA topoisomerase 1
JKJFLGDP_01686	tRNA	75				tRNA-Met(cat)
JKJFLGDP_01687	tRNA	89				tRNA-Asn(gtt)
JKJFLGDP_01688	CDS	1038				hypothetical protein
JKJFLGDP_01689	tRNA	75				tRNA-Thr(tgt)
JKJFLGDP_01690	CDS	480				hypothetical protein
JKJFLGDP_01691	CDS	1209	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
JKJFLGDP_01692	CDS	603				hypothetical protein
JKJFLGDP_01693	CDS	687	queG_2	1.17.99.6		Epoxyqueuosine reductase
JKJFLGDP_01694	CDS	1446				hypothetical protein
JKJFLGDP_01695	CDS	1044	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
JKJFLGDP_01696	CDS	1902	acsA_4	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JKJFLGDP_01697	CDS	564				hypothetical protein
JKJFLGDP_01698	CDS	366				hypothetical protein
JKJFLGDP_01699	CDS	1959				hypothetical protein
JKJFLGDP_01700	CDS	474				hypothetical protein
JKJFLGDP_01701	CDS	876				hypothetical protein
JKJFLGDP_01702	CDS	819	fpg1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase 1
JKJFLGDP_01703	CDS	1245				hypothetical protein
JKJFLGDP_01704	CDS	3987				hypothetical protein
JKJFLGDP_01705	CDS	714				hypothetical protein
JKJFLGDP_01706	CDS	1077				hypothetical protein
JKJFLGDP_01707	CDS	705				hypothetical protein
JKJFLGDP_01708	CDS	744				hypothetical protein
JKJFLGDP_01709	CDS	453				hypothetical protein
JKJFLGDP_01710	tRNA	74				tRNA-Thr(ggt)
JKJFLGDP_01711	CDS	1182		2.4.1.11	COG0438	Glycogen synthase
JKJFLGDP_01712	CDS	1263		2.4.1.11	COG0438	Glycogen synthase
JKJFLGDP_01713	CDS	1785				hypothetical protein
JKJFLGDP_01714	CDS	729	kaiC_2	2.7.11.1		Circadian clock protein kinase KaiC
JKJFLGDP_01715	CDS	1461				hypothetical protein
JKJFLGDP_01716	CDS	429				hypothetical protein
JKJFLGDP_01717	CDS	1485	accC	6.3.4.14	COG0439	Biotin carboxylase
JKJFLGDP_01718	CDS	816	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
JKJFLGDP_01719	CDS	417				hypothetical protein
JKJFLGDP_01720	CDS	432	hldE		COG2870	Bifunctional protein HldE
JKJFLGDP_01721	CDS	465				hypothetical protein
JKJFLGDP_01722	CDS	198				hypothetical protein
JKJFLGDP_01723	CDS	378				hypothetical protein
JKJFLGDP_01724	CDS	1686				hypothetical protein
JKJFLGDP_01725	CDS	1065	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
JKJFLGDP_01726	CDS	438				hypothetical protein
JKJFLGDP_01727	CDS	1311	truD	5.4.99.27		tRNA pseudouridine synthase D
JKJFLGDP_01728	CDS	354				hypothetical protein
JKJFLGDP_01729	CDS	1323				hypothetical protein
JKJFLGDP_01730	CDS	1038				hypothetical protein
JKJFLGDP_01731	CDS	366				hypothetical protein
JKJFLGDP_01732	CDS	2085				hypothetical protein
JKJFLGDP_01733	CDS	1281				hypothetical protein
JKJFLGDP_01734	CDS	855				hypothetical protein
JKJFLGDP_01735	CDS	183				hypothetical protein
JKJFLGDP_01736	CDS	309				hypothetical protein
JKJFLGDP_01737	CDS	531				hypothetical protein
JKJFLGDP_01738	CDS	186				hypothetical protein
JKJFLGDP_01739	CDS	585	rnr_3	3.1.13.1		Ribonuclease R
JKJFLGDP_01740	CDS	408				hypothetical protein
JKJFLGDP_01741	CDS	1296	tufA		COG0050	Elongation factor Tu
JKJFLGDP_01742	CDS	981				hypothetical protein
JKJFLGDP_01743	CDS	951	thiL_3	2.7.4.16	COG0611	Thiamine-monophosphate kinase
JKJFLGDP_01744	CDS	1107				hypothetical protein
JKJFLGDP_01745	CDS	237				hypothetical protein
JKJFLGDP_01746	CDS	411				hypothetical protein
JKJFLGDP_01747	CDS	1176				hypothetical protein
JKJFLGDP_01748	CDS	1611				hypothetical protein
JKJFLGDP_01749	CDS	687	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
JKJFLGDP_01750	CDS	159				hypothetical protein
JKJFLGDP_01751	CDS	432				hypothetical protein
JKJFLGDP_01752	CDS	1413				hypothetical protein
JKJFLGDP_01753	CDS	210				hypothetical protein
JKJFLGDP_01754	CDS	537	padE	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit gamma
JKJFLGDP_01755	CDS	258	porD		COG1144	Pyruvate synthase subunit PorD
JKJFLGDP_01756	CDS	1224	porA	1.2.7.1	COG0674	Pyruvate synthase subunit PorA
JKJFLGDP_01757	CDS	876		1.2.7.10	COG1013	Oxalate oxidoreductase subunit beta
JKJFLGDP_01758	CDS	612				hypothetical protein
JKJFLGDP_01759	CDS	891	fhcD	2.3.1.101	COG2037	Formyltransferase/hydrolase complex subunit D
JKJFLGDP_01760	CDS	702			COG2968	26 kDa periplasmic immunogenic protein
JKJFLGDP_01761	CDS	699				hypothetical protein
JKJFLGDP_01762	CDS	150				hypothetical protein
JKJFLGDP_01763	CDS	798	griI_2	4.1.2.56	COG1830	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase
JKJFLGDP_01764	CDS	912	yccX_5	3.6.1.7		Acylphosphatase
JKJFLGDP_01765	CDS	696				hypothetical protein
JKJFLGDP_01766	CDS	1170	glmU_1		COG1207	Bifunctional protein GlmU
JKJFLGDP_01767	CDS	1101	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
JKJFLGDP_01768	CDS	942	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
JKJFLGDP_01769	CDS	678	glmU_2	2.7.7.23		Bifunctional protein GlmU
JKJFLGDP_01770	CDS	105				hypothetical protein
JKJFLGDP_01771	CDS	1203	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
JKJFLGDP_01772	CDS	1167	wbpI_4	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
JKJFLGDP_01773	CDS	996				hypothetical protein
JKJFLGDP_01774	CDS	1806	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JKJFLGDP_01775	CDS	1230	cugP_2	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JKJFLGDP_01776	CDS	1128				hypothetical protein
JKJFLGDP_01777	CDS	966	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JKJFLGDP_01778	CDS	867				hypothetical protein
JKJFLGDP_01779	CDS	993				hypothetical protein
JKJFLGDP_01780	CDS	750				hypothetical protein
JKJFLGDP_01781	CDS	1467	murJ			lipid II flippase MurJ
JKJFLGDP_01782	CDS	498				hypothetical protein
JKJFLGDP_01783	CDS	879	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
JKJFLGDP_01784	CDS	1008	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JKJFLGDP_01785	CDS	1053	cugP_3	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JKJFLGDP_01786	CDS	1185	leuA_2	2.3.3.13		2-isopropylmalate synthase
JKJFLGDP_01787	CDS	573				hypothetical protein
JKJFLGDP_01788	CDS	681				hypothetical protein
JKJFLGDP_01789	CDS	1524	cobQ		COG1492	Cobyric acid synthase
JKJFLGDP_01790	CDS	558				hypothetical protein
JKJFLGDP_01791	CDS	1041	dinB	2.7.7.7	COG0389	DNA polymerase IV
JKJFLGDP_01792	CDS	579				hypothetical protein
JKJFLGDP_01793	CDS	882	yijE			putative cystine transporter YijE
JKJFLGDP_01794	CDS	1224				hypothetical protein
JKJFLGDP_01795	CDS	1050	moaA_3			GTP 3',8-cyclase
JKJFLGDP_01796	CDS	213				hypothetical protein
JKJFLGDP_01797	CDS	615	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
JKJFLGDP_01798	CDS	705		1.11.1.15	COG0450	Peroxiredoxin
JKJFLGDP_01799	CDS	495	perR		COG0735	Transcriptional regulator PerR
JKJFLGDP_01800	CDS	837	htpX_2	3.4.24.-	COG0501	Protease HtpX 
JKJFLGDP_01801	CDS	708				hypothetical protein
JKJFLGDP_01802	CDS	549				hypothetical protein
JKJFLGDP_01803	CDS	405				hypothetical protein
JKJFLGDP_01804	CDS	231				hypothetical protein
JKJFLGDP_01805	CDS	1593				hypothetical protein
JKJFLGDP_01806	CDS	444				hypothetical protein
JKJFLGDP_01807	CDS	375				hypothetical protein
JKJFLGDP_01808	CDS	2859	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
JKJFLGDP_01809	CDS	3339				hypothetical protein
JKJFLGDP_01810	CDS	468				hypothetical protein
JKJFLGDP_01811	CDS	564				hypothetical protein
JKJFLGDP_01812	CDS	1344				ISNCY family transposase ISMac19
JKJFLGDP_01813	CDS	564				hypothetical protein
JKJFLGDP_01814	CDS	5235	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
JKJFLGDP_01815	CDS	870				hypothetical protein
JKJFLGDP_01816	CDS	780				hypothetical protein
JKJFLGDP_01817	CDS	2859	valS_2	6.1.1.9		Valine--tRNA ligase
JKJFLGDP_01818	CDS	1152	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
JKJFLGDP_01819	CDS	2244				hypothetical protein
JKJFLGDP_01820	CDS	1275				hypothetical protein
JKJFLGDP_01821	CDS	879	cutD	1.97.1.-		Choline trimethylamine-lyase activating enzyme
JKJFLGDP_01822	CDS	630				hypothetical protein
JKJFLGDP_01823	CDS	498				hypothetical protein
JKJFLGDP_01824	CDS	561				hypothetical protein
JKJFLGDP_01825	CDS	1338				hypothetical protein
JKJFLGDP_01826	CDS	1068	ssuA		COG0715	Putative aliphatic sulfonates-binding protein
JKJFLGDP_01827	CDS	795	cmpB		COG0600	Bicarbonate transport system permease protein CmpB
JKJFLGDP_01828	CDS	1191	mat_1	2.5.1.6		S-adenosylmethionine synthase
JKJFLGDP_01829	CDS	861				Iron-sulfur cluster carrier protein
JKJFLGDP_01830	CDS	930	moaA_4			GTP 3',8-cyclase
JKJFLGDP_01831	CDS	945				hypothetical protein
JKJFLGDP_01832	CDS	717				hypothetical protein
JKJFLGDP_01833	CDS	714				hypothetical protein
JKJFLGDP_01834	CDS	2091	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
JKJFLGDP_01835	CDS	345				hypothetical protein
JKJFLGDP_01836	CDS	2316	dinG	3.1.-.-		3'-5' exonuclease DinG
JKJFLGDP_01837	CDS	696				hypothetical protein
JKJFLGDP_01838	CDS	1419				hypothetical protein
JKJFLGDP_01839	CDS	717				hypothetical protein
JKJFLGDP_01840	CDS	642				hypothetical protein
JKJFLGDP_01841	CDS	561				hypothetical protein
JKJFLGDP_01842	CDS	207				hypothetical protein
JKJFLGDP_01843	CDS	1155	obg_2	3.6.5.-		GTPase Obg
JKJFLGDP_01844	CDS	339				hypothetical protein
JKJFLGDP_01845	CDS	873	pstS1_1		COG0226	Phosphate-binding protein PstS 1
JKJFLGDP_01846	CDS	831	pstS1_2		COG0226	Phosphate-binding protein PstS 1
JKJFLGDP_01847	CDS	759				hypothetical protein
JKJFLGDP_01848	CDS	894				hypothetical protein
JKJFLGDP_01849	CDS	1218	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
JKJFLGDP_01850	CDS	8193				hypothetical protein
JKJFLGDP_01851	CDS	10188				hypothetical protein
JKJFLGDP_01852	CDS	312				hypothetical protein
JKJFLGDP_01853	CDS	1137	mdtH			Multidrug resistance protein MdtH
JKJFLGDP_01854	CDS	282				hypothetical protein
JKJFLGDP_01855	CDS	1155				hypothetical protein
JKJFLGDP_01856	CDS	372				hypothetical protein
JKJFLGDP_01857	CDS	405				hypothetical protein
JKJFLGDP_01858	CDS	1221				L-lactate transporter
JKJFLGDP_01859	CDS	573	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
JKJFLGDP_01860	CDS	561				hypothetical protein
JKJFLGDP_01861	CDS	1266				hypothetical protein
JKJFLGDP_01862	CDS	915	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
JKJFLGDP_01863	CDS	210				hypothetical protein
JKJFLGDP_01864	CDS	672				hypothetical protein
JKJFLGDP_01865	CDS	690	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
JKJFLGDP_01866	CDS	780				hypothetical protein
JKJFLGDP_01867	CDS	3864				hypothetical protein
JKJFLGDP_01868	CDS	999	moaA_5			GTP 3',8-cyclase
JKJFLGDP_01869	CDS	1032	ndhI_4	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
JKJFLGDP_01870	CDS	1803	fhcA	3.5.1.-	COG1229	Formyltransferase/hydrolase complex Fhc subunit A
JKJFLGDP_01871	CDS	807	fhcC		COG2218	Formyltransferase/hydrolase complex Fhc subunit C
JKJFLGDP_01872	CDS	414				hypothetical protein
JKJFLGDP_01873	CDS	1308		1.17.1.9		Putative formate dehydrogenase
JKJFLGDP_01874	CDS	153				hypothetical protein
JKJFLGDP_01875	CDS	468				hypothetical protein
JKJFLGDP_01876	CDS	282				hypothetical protein
JKJFLGDP_01877	CDS	1323				hypothetical protein
JKJFLGDP_01878	CDS	1338				hypothetical protein
JKJFLGDP_01879	CDS	972	moaA_6			GTP 3',8-cyclase
JKJFLGDP_01880	CDS	1416	mtr	1.8.1.15	COG1249	Mycothione reductase
JKJFLGDP_01881	CDS	501				hypothetical protein
JKJFLGDP_01882	CDS	303				hypothetical protein
JKJFLGDP_01883	CDS	567	apt	2.4.2.7		Adenine phosphoribosyltransferase
JKJFLGDP_01884	CDS	663	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
JKJFLGDP_01885	CDS	1308				hypothetical protein
JKJFLGDP_01886	CDS	438	mscL		COG1970	Large-conductance mechanosensitive channel
JKJFLGDP_01887	CDS	465				hypothetical protein
JKJFLGDP_01888	CDS	504				hypothetical protein
JKJFLGDP_01889	CDS	2145				hypothetical protein
JKJFLGDP_01890	CDS	261				hypothetical protein
JKJFLGDP_01891	CDS	165				hypothetical protein
JKJFLGDP_01892	CDS	1017	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
JKJFLGDP_01893	CDS	1071		3.2.1.205	COG3387	Isomaltose glucohydrolase
JKJFLGDP_01894	CDS	1542				hypothetical protein
JKJFLGDP_01895	CDS	669				hypothetical protein
JKJFLGDP_01896	CDS	1344	purB	4.3.2.2		Adenylosuccinate lyase
JKJFLGDP_01897	CDS	648				hypothetical protein
JKJFLGDP_01898	CDS	1200	ycf3_9			Photosystem I assembly protein Ycf3
JKJFLGDP_01899	CDS	858	cmoM_2	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
JKJFLGDP_01900	CDS	744				queuosine precursor transporter
JKJFLGDP_01901	CDS	1275	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
JKJFLGDP_01902	CDS	189				hypothetical protein
JKJFLGDP_01903	CDS	798				hypothetical protein
JKJFLGDP_01904	CDS	342				hypothetical protein
JKJFLGDP_01905	CDS	471				hypothetical protein
JKJFLGDP_01906	CDS	225				hypothetical protein
JKJFLGDP_01907	CDS	522	ftnA	1.16.3.2		Bacterial non-heme ferritin
JKJFLGDP_01908	CDS	162			COG1773	Rubredoxin
JKJFLGDP_01909	CDS	852				hypothetical protein
JKJFLGDP_01910	CDS	1671	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
JKJFLGDP_01911	CDS	444	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
JKJFLGDP_01912	CDS	876	argB_2	2.7.2.8	COG0548	Acetylglutamate kinase
JKJFLGDP_01913	CDS	1707	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
JKJFLGDP_01914	CDS	408				hypothetical protein
JKJFLGDP_01915	CDS	1077				hypothetical protein
JKJFLGDP_01916	CDS	525				hypothetical protein
JKJFLGDP_01917	CDS	849	thrB	2.7.1.39		Homoserine kinase
JKJFLGDP_01918	CDS	285				hypothetical protein
JKJFLGDP_01919	CDS	390	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JKJFLGDP_01920	CDS	432	teaD_1		COG0589	TRAP-T-associated universal stress protein TeaD
JKJFLGDP_01921	CDS	1059	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
JKJFLGDP_01922	CDS	1272	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
JKJFLGDP_01923	CDS	843	pheA			Bifunctional chorismate mutase/prephenate dehydratase
JKJFLGDP_01924	CDS	1629				hypothetical protein
JKJFLGDP_01925	CDS	609				hypothetical protein
JKJFLGDP_01926	CDS	423				hypothetical protein
JKJFLGDP_01927	CDS	966				hypothetical protein
JKJFLGDP_01928	CDS	519	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
JKJFLGDP_01929	CDS	912	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
JKJFLGDP_01930	CDS	858				hypothetical protein
JKJFLGDP_01931	CDS	1281				hypothetical protein
JKJFLGDP_01932	CDS	468				hypothetical protein
JKJFLGDP_01933	CDS	342				hypothetical protein
JKJFLGDP_01934	CDS	657				hypothetical protein
JKJFLGDP_01935	CDS	297				hypothetical protein
JKJFLGDP_01936	CDS	672				hypothetical protein
JKJFLGDP_01937	CDS	189				hypothetical protein
JKJFLGDP_01938	CDS	456	pfdA			Prefoldin subunit alpha
JKJFLGDP_01939	CDS	1215	ftsY			Signal recognition particle receptor FtsY
JKJFLGDP_01940	CDS	462				hypothetical protein
JKJFLGDP_01941	CDS	417				hypothetical protein
JKJFLGDP_01942	CDS	1176	argG	6.3.4.5		Argininosuccinate synthase
JKJFLGDP_01943	CDS	1095	moaA_7			GTP 3',8-cyclase
JKJFLGDP_01944	CDS	639	era			GTPase Era
JKJFLGDP_01945	CDS	345				hypothetical protein
JKJFLGDP_01946	CDS	672				hypothetical protein
JKJFLGDP_01947	CDS	408				hypothetical protein
JKJFLGDP_01948	CDS	459				hypothetical protein
JKJFLGDP_01949	CDS	330				hypothetical protein
JKJFLGDP_01950	CDS	882				IS3 family transposase ISMco1
JKJFLGDP_01951	CDS	687			COG1662	IS1 family transposase ISBeg1
JKJFLGDP_01952	CDS	798				hypothetical protein
JKJFLGDP_01953	CDS	2268	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
JKJFLGDP_01954	CDS	186				hypothetical protein
JKJFLGDP_01955	CDS	741	rbn_1	3.1.26.11		Ribonuclease BN
JKJFLGDP_01956	CDS	261				hypothetical protein
JKJFLGDP_01957	CDS	162				hypothetical protein
JKJFLGDP_01958	CDS	270				hypothetical protein
JKJFLGDP_01959	tRNA	92				tRNA-Pro(cgg)
JKJFLGDP_01960	CDS	942				hypothetical protein
JKJFLGDP_01961	CDS	846				hypothetical protein
JKJFLGDP_01962	CDS	1062	fbiC_2		COG1060	FO synthase
JKJFLGDP_01963	CDS	492				hypothetical protein
JKJFLGDP_01964	CDS	924	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
JKJFLGDP_01965	CDS	228				hypothetical protein
JKJFLGDP_01966	CDS	882				hypothetical protein
JKJFLGDP_01967	CDS	405				hypothetical protein
JKJFLGDP_01968	CDS	1389	cbiA_1	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
JKJFLGDP_01969	CDS	816	nifH1	1.18.6.1	COG1348	Nitrogenase iron protein 1
JKJFLGDP_01970	CDS	2958				hypothetical protein
JKJFLGDP_01971	CDS	528	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
JKJFLGDP_01972	CDS	1071				hypothetical protein
JKJFLGDP_01973	CDS	1191				hypothetical protein
JKJFLGDP_01974	CDS	537				hypothetical protein
JKJFLGDP_01975	CDS	495				hypothetical protein
JKJFLGDP_01976	CDS	360				hypothetical protein
JKJFLGDP_01977	CDS	207				hypothetical protein
JKJFLGDP_01978	CDS	1587	opuE_2		COG0591	Osmoregulated proline transporter OpuE
JKJFLGDP_01979	CDS	1158				hypothetical protein
JKJFLGDP_01980	CDS	216				hypothetical protein
JKJFLGDP_01981	CDS	882				hypothetical protein
JKJFLGDP_01982	CDS	747				hypothetical protein
JKJFLGDP_01983	CDS	759				hypothetical protein
JKJFLGDP_01984	CDS	993				hypothetical protein
JKJFLGDP_01985	CDS	474				hypothetical protein
JKJFLGDP_01986	CDS	1326				hypothetical protein
JKJFLGDP_01987	CDS	855				hypothetical protein
JKJFLGDP_01988	CDS	1638	lig_2	6.5.1.1		DNA ligase
JKJFLGDP_01989	CDS	267				hypothetical protein
JKJFLGDP_01990	CDS	1113	ftsZ_1			Cell division protein FtsZ
JKJFLGDP_01991	CDS	912				hypothetical protein
JKJFLGDP_01992	CDS	609				hypothetical protein
JKJFLGDP_01993	CDS	840				hypothetical protein
JKJFLGDP_01994	CDS	1230				hypothetical protein
JKJFLGDP_01995	CDS	855				hypothetical protein
JKJFLGDP_01996	CDS	231				hypothetical protein
JKJFLGDP_01997	CDS	1836	TOP6B	5.6.2.2		DNA topoisomerase 6 subunit B
JKJFLGDP_01998	CDS	1137	TOP6A	5.6.2.2		DNA topoisomerase 6 subunit A
JKJFLGDP_01999	CDS	243				hypothetical protein
JKJFLGDP_02000	CDS	1212				hypothetical protein
JKJFLGDP_02001	CDS	1575	pyrG	6.3.4.2	COG0504	CTP synthase
JKJFLGDP_02002	CDS	624				ISNCY family transposase ISMma11
JKJFLGDP_02003	CDS	975				hypothetical protein
JKJFLGDP_02004	CDS	621				hypothetical protein
JKJFLGDP_02005	CDS	267				hypothetical protein
JKJFLGDP_02006	CDS	327				hypothetical protein
JKJFLGDP_02007	CDS	1284				hypothetical protein
JKJFLGDP_02008	CDS	219	secE2_2		COG3360	Calcium dodecin
JKJFLGDP_02009	CDS	1053	mvaS_2	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
JKJFLGDP_02010	CDS	465				hypothetical protein
	repeat_region	184				
	repeat_region	572				
JKJFLGDP_02011	CDS	297	cas2_4	3.1.-.-		CRISPR-associated endoribonuclease Cas2
JKJFLGDP_02012	CDS	1686	cas4-cas1_3	3.1.-.-	COG1518	CRISPR-associated exonuclease Cas4/endonuclease Cas1 fusion
JKJFLGDP_02013	CDS	768				hypothetical protein
JKJFLGDP_02014	CDS	279				hypothetical protein
JKJFLGDP_02015	CDS	672				hypothetical protein
JKJFLGDP_02016	CDS	1188				hypothetical protein
JKJFLGDP_02017	CDS	546				hypothetical protein
JKJFLGDP_02018	CDS	354				hypothetical protein
JKJFLGDP_02019	CDS	981				hypothetical protein
JKJFLGDP_02020	CDS	450				hypothetical protein
JKJFLGDP_02021	CDS	915				hypothetical protein
JKJFLGDP_02022	CDS	819				hypothetical protein
JKJFLGDP_02023	CDS	393				hypothetical protein
JKJFLGDP_02024	CDS	1233				hypothetical protein
JKJFLGDP_02025	CDS	672				hypothetical protein
JKJFLGDP_02026	CDS	1662				hypothetical protein
JKJFLGDP_02027	CDS	432				hypothetical protein
JKJFLGDP_02028	CDS	1344				ISNCY family transposase ISMac19
JKJFLGDP_02029	CDS	435				hypothetical protein
JKJFLGDP_02030	CDS	195				hypothetical protein
JKJFLGDP_02031	CDS	636				hypothetical protein
JKJFLGDP_02032	CDS	2961	uvrA			UvrABC system protein A
JKJFLGDP_02033	CDS	324				hypothetical protein
JKJFLGDP_02034	CDS	804				hypothetical protein
JKJFLGDP_02035	CDS	1164	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
JKJFLGDP_02036	CDS	1185	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
