query	KEGG
NGEEOFDF_03853	K07483
NGEEOFDF_03854	K07484
NGEEOFDF_03855	K07484
NGEEOFDF_03856	K07804
NGEEOFDF_03857	0
NGEEOFDF_03858	K06867
NGEEOFDF_03859	0
NGEEOFDF_03860	0
NGEEOFDF_03861	K07494
NGEEOFDF_03862	0
NGEEOFDF_03863	0
NGEEOFDF_03864	K07497
NGEEOFDF_03865	K07483
NGEEOFDF_03866	K07484
NGEEOFDF_03867	K07484
NGEEOFDF_03868	K07484
NGEEOFDF_03869	K07484
NGEEOFDF_03870	K07483
NGEEOFDF_03871	K03306
NGEEOFDF_03872	K01460
NGEEOFDF_03873	K11209
NGEEOFDF_03874	K04653
NGEEOFDF_03875	K04651
NGEEOFDF_03876	0
NGEEOFDF_03877	K03605
NGEEOFDF_03878	K05922
NGEEOFDF_03879	0
NGEEOFDF_03880	0
NGEEOFDF_03881	K05927
NGEEOFDF_03882	0
NGEEOFDF_03883	K01061
NGEEOFDF_03884	K19265
NGEEOFDF_03885	0
NGEEOFDF_03886	0
NGEEOFDF_03887	K03559
NGEEOFDF_03888	K03561
NGEEOFDF_03889	K01760
NGEEOFDF_03890	0
NGEEOFDF_03891	0
NGEEOFDF_03892	K08325
NGEEOFDF_03893	K06221
NGEEOFDF_03894	0
NGEEOFDF_03895	0
NGEEOFDF_03896	0
NGEEOFDF_03897	0
NGEEOFDF_03898	K04753
NGEEOFDF_03899	K00655
NGEEOFDF_03900	K02621
NGEEOFDF_03901	K02035
NGEEOFDF_03902	K07471
NGEEOFDF_03903	0
NGEEOFDF_03904	K07666
NGEEOFDF_03905	K07645
NGEEOFDF_03906	K03923
NGEEOFDF_03907	0
NGEEOFDF_03908	0
NGEEOFDF_03909	K02016
NGEEOFDF_03910	K02015
NGEEOFDF_03911	K02015
NGEEOFDF_03912	K02013
NGEEOFDF_03913	K02014
NGEEOFDF_03914	K02622
NGEEOFDF_03915	K07000
NGEEOFDF_03916	K03651
NGEEOFDF_03917	K09920
NGEEOFDF_03918	K01515
NGEEOFDF_03919	K12340
NGEEOFDF_03920	0
NGEEOFDF_03921	0
NGEEOFDF_03922	K15777
NGEEOFDF_03923	K07238
NGEEOFDF_03924	0
NGEEOFDF_03925	K02858
NGEEOFDF_03926	K09806
NGEEOFDF_03927	0
NGEEOFDF_03928	0
NGEEOFDF_03929	K07192
NGEEOFDF_03930	K03272
NGEEOFDF_03931	K00982
NGEEOFDF_03932	K18446
NGEEOFDF_03933	K07184
NGEEOFDF_03934	K00974
NGEEOFDF_03935	K06153
NGEEOFDF_03936	K01633
NGEEOFDF_03937	K08591
NGEEOFDF_03938	K16135
NGEEOFDF_03939	K03779
NGEEOFDF_03940	K03780
NGEEOFDF_03941	K11106
NGEEOFDF_03942	K01409
NGEEOFDF_03943	K02970
NGEEOFDF_03944	K02316
NGEEOFDF_03945	K03086
NGEEOFDF_03946	K03649
NGEEOFDF_03948	K07229
NGEEOFDF_03949	0
NGEEOFDF_03950	K03406
NGEEOFDF_03951	K00821
NGEEOFDF_03952	K06878
NGEEOFDF_03953	K02529
NGEEOFDF_03954	K01190
NGEEOFDF_03955	K12112
NGEEOFDF_03956	0
NGEEOFDF_03957	0
NGEEOFDF_03958	K03931
NGEEOFDF_03959	K00219
NGEEOFDF_03960	K18831
NGEEOFDF_03961	K19166
NGEEOFDF_03962	K00564
NGEEOFDF_03963	K07043
NGEEOFDF_03964	0
NGEEOFDF_03965	K22230
NGEEOFDF_03966	K05794
NGEEOFDF_03967	K07862
NGEEOFDF_03968	0
NGEEOFDF_03969	K01685
NGEEOFDF_03970	K01812
NGEEOFDF_03971	K07783
NGEEOFDF_03972	K05799
NGEEOFDF_03973	0
NGEEOFDF_03974	0
NGEEOFDF_03975	0
NGEEOFDF_03976	0
NGEEOFDF_03977	0
NGEEOFDF_03978	0
NGEEOFDF_03979	K15977
NGEEOFDF_03980	K07393
NGEEOFDF_03981	0
NGEEOFDF_03982	0
NGEEOFDF_03983	0
NGEEOFDF_03984	K06911
NGEEOFDF_03985	0
NGEEOFDF_03986	0
NGEEOFDF_03987	0
NGEEOFDF_03988	K01752
NGEEOFDF_03989	K09022
NGEEOFDF_03990	K00656
NGEEOFDF_03991	K00925
NGEEOFDF_03992	K03838
NGEEOFDF_03993	K01754
NGEEOFDF_03994	K07592
NGEEOFDF_03995	K07591
NGEEOFDF_03998	K00865
NGEEOFDF_03999	K00020
NGEEOFDF_04000	K01630
NGEEOFDF_04001	K03535
NGEEOFDF_04002	K01708
NGEEOFDF_04003	K19156
NGEEOFDF_04004	K19155
NGEEOFDF_04005	K02081
NGEEOFDF_04006	K16371
NGEEOFDF_04007	K02745
NGEEOFDF_04008	K02746
NGEEOFDF_04009	K02747
NGEEOFDF_04010	K02744
NGEEOFDF_04011	K02079
NGEEOFDF_04012	K02082
NGEEOFDF_04013	K08302
NGEEOFDF_04014	K10984
NGEEOFDF_04015	K10985
NGEEOFDF_04016	K10986
NGEEOFDF_04017	K02080
NGEEOFDF_04018	K02080
NGEEOFDF_04019	0
NGEEOFDF_04020	0
NGEEOFDF_04021	K07347
NGEEOFDF_04022	0
NGEEOFDF_04023	K07483
NGEEOFDF_04024	K07497
NGEEOFDF_04025	0
NGEEOFDF_04026	K07056
NGEEOFDF_04027	K07121
NGEEOFDF_04028	K07460
NGEEOFDF_04029	K03271
NGEEOFDF_04030	0
NGEEOFDF_04031	K07089
NGEEOFDF_04032	0
NGEEOFDF_04033	K05520
NGEEOFDF_04034	K09979
NGEEOFDF_04035	K07461
NGEEOFDF_04036	K03824
NGEEOFDF_04037	0
NGEEOFDF_04038	K08303
NGEEOFDF_04039	0
NGEEOFDF_04040	0
NGEEOFDF_04041	K03834
NGEEOFDF_04042	K05592
NGEEOFDF_04043	K05803
NGEEOFDF_04044	K00962
NGEEOFDF_04045	K02956
NGEEOFDF_04046	K03177
NGEEOFDF_04047	K02834
NGEEOFDF_04048	K02519
NGEEOFDF_04049	K02600
NGEEOFDF_04050	K09748
NGEEOFDF_04052	K01940
NGEEOFDF_04053	0
NGEEOFDF_04055	K03075
NGEEOFDF_04056	K03431
NGEEOFDF_04057	K00796
NGEEOFDF_04058	K03798
NGEEOFDF_04059	K02427
NGEEOFDF_04060	K07574
NGEEOFDF_04061	K03624
NGEEOFDF_04062	K07259
NGEEOFDF_04063	K03979
NGEEOFDF_04064	0
NGEEOFDF_04065	K02899
NGEEOFDF_04066	K02888
NGEEOFDF_04067	K02523
NGEEOFDF_04068	K07724
NGEEOFDF_04069	K00790
NGEEOFDF_04070	0
NGEEOFDF_04071	K07122
NGEEOFDF_04072	K07323
NGEEOFDF_04073	K02067
NGEEOFDF_04074	K02066
NGEEOFDF_04075	K02065
NGEEOFDF_04076	K07301
NGEEOFDF_04077	K06041
NGEEOFDF_04078	K03270
NGEEOFDF_04079	K11719
NGEEOFDF_04080	K09774
NGEEOFDF_04081	K06861
NGEEOFDF_04082	K03092
NGEEOFDF_04083	K05808
NGEEOFDF_04084	K02806
NGEEOFDF_04085	K06958
NGEEOFDF_04086	K08485
NGEEOFDF_04087	0
NGEEOFDF_04088	K03814
NGEEOFDF_04089	0
NGEEOFDF_04090	K07648
NGEEOFDF_04091	K07139
NGEEOFDF_04092	K00265
NGEEOFDF_04093	K00266
NGEEOFDF_04094	0
NGEEOFDF_04095	K19334
NGEEOFDF_04096	K00845
NGEEOFDF_04097	K01788
NGEEOFDF_04098	K03290
NGEEOFDF_04099	K01639
NGEEOFDF_04100	K22104
NGEEOFDF_04101	K03326
NGEEOFDF_04102	K03600
NGEEOFDF_04103	K03599
NGEEOFDF_04104	K02996
NGEEOFDF_04105	K02871
NGEEOFDF_04106	K06916
NGEEOFDF_04107	K09908
NGEEOFDF_04108	K04771
NGEEOFDF_04109	K04691
NGEEOFDF_04110	K00024
NGEEOFDF_04111	K03402
NGEEOFDF_04112	0
NGEEOFDF_04113	K03623
NGEEOFDF_04114	K03468
NGEEOFDF_04115	K15548
NGEEOFDF_04116	K21695
NGEEOFDF_04117	K21698
NGEEOFDF_04118	K03568
NGEEOFDF_04119	0
NGEEOFDF_04120	K08301
NGEEOFDF_04121	K06287
NGEEOFDF_04122	K03571
NGEEOFDF_04123	K03570
NGEEOFDF_04124	K03569
NGEEOFDF_04125	K18765
NGEEOFDF_04126	K19745
NGEEOFDF_04127	K02160
NGEEOFDF_04128	K01961
NGEEOFDF_04129	0
NGEEOFDF_04130	K14392
NGEEOFDF_04131	K02687
NGEEOFDF_04132	K05540
NGEEOFDF_04133	K03557
NGEEOFDF_04134	K00571
NGEEOFDF_04135	0
NGEEOFDF_04136	K03577
NGEEOFDF_04137	K03585
NGEEOFDF_04138	K18138
NGEEOFDF_04139	K18138
NGEEOFDF_04141	0
NGEEOFDF_04142	K09969
NGEEOFDF_04143	K09970
NGEEOFDF_04144	K02029
NGEEOFDF_04145	K02028
NGEEOFDF_04153	0
NGEEOFDF_04154	0
NGEEOFDF_04155	K00014
NGEEOFDF_04156	K07566
NGEEOFDF_04157	K07479
NGEEOFDF_04158	K03747
NGEEOFDF_04159	K04096
NGEEOFDF_04160	K01462
NGEEOFDF_04161	K00604
NGEEOFDF_04162	K03500
NGEEOFDF_04163	K03499
NGEEOFDF_04164	K03282
NGEEOFDF_04165	K09890
NGEEOFDF_04166	K08365
NGEEOFDF_04167	0
NGEEOFDF_04168	K02879
NGEEOFDF_04169	K03040
NGEEOFDF_04170	K02986
NGEEOFDF_04171	K02948
NGEEOFDF_04172	K02952
NGEEOFDF_04173	K02919
NGEEOFDF_04174	K03076
NGEEOFDF_04175	K02876
NGEEOFDF_04176	K02907
NGEEOFDF_04177	K02988
NGEEOFDF_04178	K02881
NGEEOFDF_04179	K02933
NGEEOFDF_04180	K02994
NGEEOFDF_04181	K02954
NGEEOFDF_04182	K02931
NGEEOFDF_04183	K02895
NGEEOFDF_04184	K02874
NGEEOFDF_04185	K02961
NGEEOFDF_04186	K02904
NGEEOFDF_04187	K02878
NGEEOFDF_04188	K02982
NGEEOFDF_04189	K02890
NGEEOFDF_04190	K02965
NGEEOFDF_04191	K02886
NGEEOFDF_04192	K02892
NGEEOFDF_04193	K02926
NGEEOFDF_04194	K02906
NGEEOFDF_04195	K02946
NGEEOFDF_04196	K02464
NGEEOFDF_04197	K03594
NGEEOFDF_04198	K02192
NGEEOFDF_04199	K02358
NGEEOFDF_04200	K02355
NGEEOFDF_04201	K02992
NGEEOFDF_04202	K02950
NGEEOFDF_04203	K07237
NGEEOFDF_04204	K07236
NGEEOFDF_04205	K07235
NGEEOFDF_04206	0
NGEEOFDF_04207	K03772
NGEEOFDF_04208	K03745
NGEEOFDF_04209	K03775
NGEEOFDF_04210	K07070
NGEEOFDF_04211	K03455
NGEEOFDF_04212	K11748
NGEEOFDF_04213	K06158
NGEEOFDF_04214	K07019
NGEEOFDF_04215	K09898
NGEEOFDF_04216	K00855
NGEEOFDF_04217	K07397
NGEEOFDF_04218	K10914
NGEEOFDF_04219	0
NGEEOFDF_04220	K00821
NGEEOFDF_04221	K01658
NGEEOFDF_04222	K04095
NGEEOFDF_04223	0
NGEEOFDF_04224	K01802
NGEEOFDF_04225	K06141
NGEEOFDF_04226	K00362
NGEEOFDF_04227	K00363
NGEEOFDF_04228	K02598
NGEEOFDF_04229	K02302
NGEEOFDF_04230	0
NGEEOFDF_04231	K03294
NGEEOFDF_04232	K10708
NGEEOFDF_04233	K10709
NGEEOFDF_04234	K10710
NGEEOFDF_04235	K10710
NGEEOFDF_04236	K10711
NGEEOFDF_04237	K01867
NGEEOFDF_04238	K01091
NGEEOFDF_04239	K01783
NGEEOFDF_04240	K06223
NGEEOFDF_04241	K03112
NGEEOFDF_04242	K01735
NGEEOFDF_04243	K00891
NGEEOFDF_04244	K02507
NGEEOFDF_04245	K12291
NGEEOFDF_04246	K12290
NGEEOFDF_04247	K12289
NGEEOFDF_04248	K12288
NGEEOFDF_04249	K05366
NGEEOFDF_04250	K08312
NGEEOFDF_04251	0
NGEEOFDF_04252	K20881
NGEEOFDF_04253	K04762
NGEEOFDF_04254	K04083
NGEEOFDF_04255	0
NGEEOFDF_04256	K01610
NGEEOFDF_04257	K07638
NGEEOFDF_04258	K07659
NGEEOFDF_04259	K04760
NGEEOFDF_04260	K06959
NGEEOFDF_04261	K04758
NGEEOFDF_04262	K04759
NGEEOFDF_04263	K07490
NGEEOFDF_04264	0
NGEEOFDF_04265	K02170
NGEEOFDF_04266	0
NGEEOFDF_04267	K07400
NGEEOFDF_04268	K06155
NGEEOFDF_04269	K00705
NGEEOFDF_04270	K00688
NGEEOFDF_04271	K03556
NGEEOFDF_04272	0
NGEEOFDF_04273	0
NGEEOFDF_04274	K01974
NGEEOFDF_04275	K14415
NGEEOFDF_04276	K14414
NGEEOFDF_04277	K02444
NGEEOFDF_04278	K02441
NGEEOFDF_04279	K02439
NGEEOFDF_04280	K00111
NGEEOFDF_04281	0
NGEEOFDF_04282	K02040
NGEEOFDF_04283	K02040
NGEEOFDF_04284	K00688
NGEEOFDF_04285	K00703
NGEEOFDF_04286	K00975
NGEEOFDF_04287	K01200
NGEEOFDF_04288	K00700
NGEEOFDF_04289	K00133
NGEEOFDF_04290	K05595
NGEEOFDF_04291	0
NGEEOFDF_04292	K03654
NGEEOFDF_04293	K03654
NGEEOFDF_04294	K03654
NGEEOFDF_04295	K06156
NGEEOFDF_04296	K00851
NGEEOFDF_04297	K06145
NGEEOFDF_04298	K06911
NGEEOFDF_04299	0
NGEEOFDF_04300	K03825
NGEEOFDF_04301	0
NGEEOFDF_04303	K00681
NGEEOFDF_04304	0
NGEEOFDF_04305	K01126
NGEEOFDF_04306	K05816
NGEEOFDF_04307	K05815
NGEEOFDF_04308	K05814
NGEEOFDF_04309	K05813
NGEEOFDF_04310	0
NGEEOFDF_04311	K01996
NGEEOFDF_04312	K01995
NGEEOFDF_04313	K01998
NGEEOFDF_04314	K01997
NGEEOFDF_04315	K01999
NGEEOFDF_04316	0
NGEEOFDF_04317	0
NGEEOFDF_04318	0
NGEEOFDF_04319	K01999
NGEEOFDF_04320	K03089
NGEEOFDF_04321	K09811
NGEEOFDF_04322	K09812
NGEEOFDF_04323	K03110
NGEEOFDF_04324	K08316
NGEEOFDF_04325	K08993
NGEEOFDF_04326	0
NGEEOFDF_04327	0
NGEEOFDF_04328	K01534
NGEEOFDF_04329	K04085
NGEEOFDF_04330	K09125
NGEEOFDF_04331	0
NGEEOFDF_04332	0
NGEEOFDF_04333	K11744
NGEEOFDF_04334	0
NGEEOFDF_04335	0
NGEEOFDF_04336	0
NGEEOFDF_04337	0
NGEEOFDF_04338	K02078
NGEEOFDF_04339	K02078
NGEEOFDF_04340	0
NGEEOFDF_04341	0
NGEEOFDF_04342	0
NGEEOFDF_04343	0
NGEEOFDF_04344	K07107
NGEEOFDF_04345	0
NGEEOFDF_04346	0
NGEEOFDF_04347	K01000
NGEEOFDF_04348	K00647
NGEEOFDF_04349	0
NGEEOFDF_04350	K00059
NGEEOFDF_04351	K09458
NGEEOFDF_04352	K06133
NGEEOFDF_04353	K02035
NGEEOFDF_04354	K15585
NGEEOFDF_04355	K15586
NGEEOFDF_04356	K15587
NGEEOFDF_04357	K10824
NGEEOFDF_04358	K07722
NGEEOFDF_04359	0
NGEEOFDF_04360	K02773
NGEEOFDF_04361	K02774
NGEEOFDF_04362	K02775
NGEEOFDF_04363	0
NGEEOFDF_04364	K02768
NGEEOFDF_04365	0
NGEEOFDF_04366	0
NGEEOFDF_04367	0
NGEEOFDF_04368	K01992
NGEEOFDF_04369	K13926
NGEEOFDF_04370	K01993
NGEEOFDF_04371	0
NGEEOFDF_04372	0
NGEEOFDF_04373	0
NGEEOFDF_04375	K07007
NGEEOFDF_04376	K03306
NGEEOFDF_04377	K06144
NGEEOFDF_04378	K06149
NGEEOFDF_04379	K03305
NGEEOFDF_04380	K15984
NGEEOFDF_04381	K01414
NGEEOFDF_04382	K07115
NGEEOFDF_04383	K00383
NGEEOFDF_04384	0
NGEEOFDF_04385	K03892
NGEEOFDF_04386	K03893
NGEEOFDF_04387	K00537
NGEEOFDF_04388	0
NGEEOFDF_04389	K07285
NGEEOFDF_04390	K21901
NGEEOFDF_04391	K07225
NGEEOFDF_04392	K16087
NGEEOFDF_04393	K02016
NGEEOFDF_04394	K21936
NGEEOFDF_04395	K07227
NGEEOFDF_04396	0
NGEEOFDF_04397	K02015
NGEEOFDF_04398	K02013
NGEEOFDF_04399	K07507
NGEEOFDF_04400	K19778
NGEEOFDF_04401	K19777
NGEEOFDF_04402	K21908
NGEEOFDF_04403	K21907
NGEEOFDF_04405	K18898
NGEEOFDF_04406	K18899
NGEEOFDF_04408	K21906
NGEEOFDF_04409	K21905
NGEEOFDF_04410	K01580
NGEEOFDF_04411	K00428
NGEEOFDF_04412	K01194
NGEEOFDF_04413	0
NGEEOFDF_04414	0
NGEEOFDF_04415	K07058
NGEEOFDF_04416	0
NGEEOFDF_04417	K07290
NGEEOFDF_04418	K21086
NGEEOFDF_04419	K00874
NGEEOFDF_04420	K07263
NGEEOFDF_04421	K11103
NGEEOFDF_04422	0
NGEEOFDF_04423	K20543
NGEEOFDF_04424	K20543
NGEEOFDF_04425	K20542
NGEEOFDF_04426	K00694
NGEEOFDF_04427	K00694
NGEEOFDF_04428	0
NGEEOFDF_04429	0
NGEEOFDF_04430	0
NGEEOFDF_04431	0
NGEEOFDF_04432	0
NGEEOFDF_04433	0
NGEEOFDF_04434	K18862
NGEEOFDF_04435	0
NGEEOFDF_04436	K10823
NGEEOFDF_04437	K02031
NGEEOFDF_04438	K12370
NGEEOFDF_04439	K12369
NGEEOFDF_04440	K02035
NGEEOFDF_04442	K03760
NGEEOFDF_04443	0
NGEEOFDF_04444	0
NGEEOFDF_04445	K07347
NGEEOFDF_04446	K07347
NGEEOFDF_04447	0
NGEEOFDF_04448	K07345
NGEEOFDF_04449	K08177
NGEEOFDF_04450	0
NGEEOFDF_04451	K01246
NGEEOFDF_04452	K03826
NGEEOFDF_04453	K07306
NGEEOFDF_04454	K12216
NGEEOFDF_04455	K00032
NGEEOFDF_04456	0
NGEEOFDF_04457	K07726
NGEEOFDF_04458	K03704
NGEEOFDF_04459	K18919
NGEEOFDF_04460	K01879
NGEEOFDF_04461	K01878
NGEEOFDF_04462	0
NGEEOFDF_04463	0
NGEEOFDF_04464	0
NGEEOFDF_04465	0
NGEEOFDF_04466	K00854
NGEEOFDF_04467	K01805
NGEEOFDF_04468	K10543
NGEEOFDF_04469	K02056
NGEEOFDF_04470	K10544
NGEEOFDF_04471	K02529
NGEEOFDF_04472	K03796
NGEEOFDF_04473	K01176
NGEEOFDF_04474	K00835
NGEEOFDF_04475	K05796
NGEEOFDF_04476	0
NGEEOFDF_04477	K03292
NGEEOFDF_04478	K09955
NGEEOFDF_04479	K07274
NGEEOFDF_04480	0
NGEEOFDF_04481	0
NGEEOFDF_04482	0
NGEEOFDF_04483	K00138
NGEEOFDF_04484	0
NGEEOFDF_04485	K13954
NGEEOFDF_04486	K03833
NGEEOFDF_04487	K01042
NGEEOFDF_04488	K00799
NGEEOFDF_04489	0
NGEEOFDF_04490	0
NGEEOFDF_04491	0
NGEEOFDF_04492	0
NGEEOFDF_04493	K02798
NGEEOFDF_04494	K00009
NGEEOFDF_04495	K02562
NGEEOFDF_04496	0
NGEEOFDF_04497	K14762
NGEEOFDF_04498	0
NGEEOFDF_04499	K21449
NGEEOFDF_04500	K00427
NGEEOFDF_04501	K05799
NGEEOFDF_04502	K00101
NGEEOFDF_04503	K03216
NGEEOFDF_04504	K00640
NGEEOFDF_04505	K00057
NGEEOFDF_04506	K03071
NGEEOFDF_04507	K03676
NGEEOFDF_04508	K01011
NGEEOFDF_04509	K15633
NGEEOFDF_04510	0
NGEEOFDF_04511	K09798
NGEEOFDF_04512	K19354
NGEEOFDF_04513	K00060
NGEEOFDF_04514	K00639
NGEEOFDF_04515	0
NGEEOFDF_04516	K03274
NGEEOFDF_04517	K02843
NGEEOFDF_04518	K02841
NGEEOFDF_04519	K02847
NGEEOFDF_04520	K00713
NGEEOFDF_04521	K03276
NGEEOFDF_04522	K02850
NGEEOFDF_04523	K03275
NGEEOFDF_04524	K02848
NGEEOFDF_04525	K02844
NGEEOFDF_04526	K02849
NGEEOFDF_04527	K02527
NGEEOFDF_04528	K00954
NGEEOFDF_04529	K10563
NGEEOFDF_04530	K02913
NGEEOFDF_04531	K02902
NGEEOFDF_04532	K03630
NGEEOFDF_04533	K13038
NGEEOFDF_04534	K01520
NGEEOFDF_04535	K05501
NGEEOFDF_04536	K00762
NGEEOFDF_04537	K00989
NGEEOFDF_04538	0
NGEEOFDF_04539	K14623
NGEEOFDF_04540	0
NGEEOFDF_04541	K01972
NGEEOFDF_04542	K00942
NGEEOFDF_04543	K03060
NGEEOFDF_04544	K00951
NGEEOFDF_04545	K00556
NGEEOFDF_04546	K03655
NGEEOFDF_04547	0
NGEEOFDF_04548	K03312
NGEEOFDF_04549	K03458
NGEEOFDF_04550	0
NGEEOFDF_04551	K01811
NGEEOFDF_04552	K03292
NGEEOFDF_04554	0
NGEEOFDF_04555	K07483
NGEEOFDF_04556	K07497
NGEEOFDF_04557	K18837
NGEEOFDF_04558	0
NGEEOFDF_04559	0
NGEEOFDF_04560	0
NGEEOFDF_04561	0
NGEEOFDF_04562	K07483
NGEEOFDF_04563	K07484
NGEEOFDF_04564	K07484
NGEEOFDF_04565	K12786
NGEEOFDF_04566	0
NGEEOFDF_04567	K03221
NGEEOFDF_04568	0
NGEEOFDF_04569	0
NGEEOFDF_04570	0
NGEEOFDF_04571	K15344
NGEEOFDF_04572	0
NGEEOFDF_04573	K03220
NGEEOFDF_04574	K12790
NGEEOFDF_04575	0
NGEEOFDF_04576	K12784
NGEEOFDF_04577	K12787
NGEEOFDF_04578	0
NGEEOFDF_04579	K12788
NGEEOFDF_04580	K03225
NGEEOFDF_04581	0
NGEEOFDF_04582	K03224
NGEEOFDF_04583	K03230
NGEEOFDF_04584	0
NGEEOFDF_04585	0
NGEEOFDF_04587	K03222
NGEEOFDF_04588	0
NGEEOFDF_04589	K03219
NGEEOFDF_04590	K15368
NGEEOFDF_04591	0
NGEEOFDF_04592	0
NGEEOFDF_04593	0
NGEEOFDF_04594	K03229
NGEEOFDF_04595	K03228
NGEEOFDF_04596	K03227
NGEEOFDF_04597	K03226
NGEEOFDF_04598	0
NGEEOFDF_04599	0
NGEEOFDF_04600	0
NGEEOFDF_04601	0
NGEEOFDF_04602	K03746
NGEEOFDF_04603	K12785
NGEEOFDF_04604	0
NGEEOFDF_04606	0
NGEEOFDF_04607	K02073
NGEEOFDF_04608	0
NGEEOFDF_04609	K03445
NGEEOFDF_04610	0
NGEEOFDF_04611	K07726
NGEEOFDF_04612	0
NGEEOFDF_04613	K06901
NGEEOFDF_04614	K06901
NGEEOFDF_04615	K01486
NGEEOFDF_04616	K07784
NGEEOFDF_04617	K07783
NGEEOFDF_04618	K07675
NGEEOFDF_04619	K07686
NGEEOFDF_04624	K01653
NGEEOFDF_04625	K01652
NGEEOFDF_04627	K07552
NGEEOFDF_04628	K06871
NGEEOFDF_04629	0
NGEEOFDF_04630	K00389
NGEEOFDF_04631	0
NGEEOFDF_04632	K01133
NGEEOFDF_04633	K03307
NGEEOFDF_04634	0
NGEEOFDF_04635	K01222
NGEEOFDF_04636	K02749
NGEEOFDF_04637	K03482
NGEEOFDF_04638	K07085
NGEEOFDF_04639	K04081
NGEEOFDF_04640	K04080
NGEEOFDF_04641	0
NGEEOFDF_04642	0
NGEEOFDF_04643	K10960
NGEEOFDF_04644	0
NGEEOFDF_04645	0
NGEEOFDF_04646	0
NGEEOFDF_04647	K02470
NGEEOFDF_04648	K03629
NGEEOFDF_04649	K02338
NGEEOFDF_04650	K02313
NGEEOFDF_04651	K02914
NGEEOFDF_04652	K03536
NGEEOFDF_04653	K03217
NGEEOFDF_04654	K03650
NGEEOFDF_04656	K06867
NGEEOFDF_04657	K01667
NGEEOFDF_04658	K03834
NGEEOFDF_04659	K07552
NGEEOFDF_04660	0
NGEEOFDF_04661	0
NGEEOFDF_04662	K19784
NGEEOFDF_04663	K06901
NGEEOFDF_04664	0
NGEEOFDF_04670	K02039
NGEEOFDF_04671	K02036
NGEEOFDF_04672	K02038
NGEEOFDF_04673	K02037
NGEEOFDF_04674	K02040
NGEEOFDF_04675	0
NGEEOFDF_04676	0
NGEEOFDF_04677	K07347
NGEEOFDF_04678	K07346
NGEEOFDF_04679	K07345
NGEEOFDF_04680	K00820
NGEEOFDF_04681	K04042
NGEEOFDF_04682	K02114
NGEEOFDF_04683	K02112
NGEEOFDF_04684	K02115
NGEEOFDF_04685	K02111
NGEEOFDF_04686	K02113
NGEEOFDF_04687	K02109
NGEEOFDF_04688	K02110
NGEEOFDF_04689	K02108
NGEEOFDF_04690	K02116
NGEEOFDF_04691	K03501
NGEEOFDF_04692	K03495
NGEEOFDF_04693	K06205
NGEEOFDF_04694	K03718
NGEEOFDF_04695	K01914
NGEEOFDF_04696	0
NGEEOFDF_04697	K03924
NGEEOFDF_04698	K03549
NGEEOFDF_04699	K06726
NGEEOFDF_04700	K02056
NGEEOFDF_04701	K10440
NGEEOFDF_04702	K10439
NGEEOFDF_04703	K00852
NGEEOFDF_04704	K02529
NGEEOFDF_04705	0
NGEEOFDF_04706	0
NGEEOFDF_04713	0
NGEEOFDF_04714	K09897
NGEEOFDF_04715	K07391
NGEEOFDF_04717	K01652
NGEEOFDF_04718	K11258
NGEEOFDF_04719	K00826
NGEEOFDF_04720	K01687
NGEEOFDF_04721	K01754
NGEEOFDF_04722	K02521
NGEEOFDF_04723	K00053
NGEEOFDF_04724	K03769
NGEEOFDF_04725	0
NGEEOFDF_04726	K03656
NGEEOFDF_04727	K01524
NGEEOFDF_04728	K03732
NGEEOFDF_04729	K03671
NGEEOFDF_04730	K03628
NGEEOFDF_04731	0
NGEEOFDF_04732	K02851
NGEEOFDF_04733	K05790
NGEEOFDF_04734	K01791
NGEEOFDF_04735	K02472
NGEEOFDF_04736	K01710
NGEEOFDF_04737	K00973
NGEEOFDF_04738	K16704
NGEEOFDF_04739	K02805
NGEEOFDF_04740	K03328
NGEEOFDF_04741	K12582
NGEEOFDF_04742	K02853
NGEEOFDF_04743	K02852
NGEEOFDF_04744	K03293
NGEEOFDF_04751	K06871
NGEEOFDF_04752	K01130
NGEEOFDF_04753	K02498
NGEEOFDF_04754	K02496
NGEEOFDF_04755	K01719
NGEEOFDF_04756	K01749
NGEEOFDF_04757	K05851
NGEEOFDF_04758	K06202
NGEEOFDF_04759	0
NGEEOFDF_04760	K01778
NGEEOFDF_04761	K09921
NGEEOFDF_04762	K03733
NGEEOFDF_04763	K20862
NGEEOFDF_04764	K03657
NGEEOFDF_04765	K22205
NGEEOFDF_04766	0
NGEEOFDF_04767	K03284
NGEEOFDF_04768	0
NGEEOFDF_04769	0
NGEEOFDF_04771	K05786
NGEEOFDF_04772	0
NGEEOFDF_04773	K01058
NGEEOFDF_04774	K03654
NGEEOFDF_04775	K05835
NGEEOFDF_04776	K05834
NGEEOFDF_04777	K01048
NGEEOFDF_04778	0
NGEEOFDF_04779	0
NGEEOFDF_04780	K03576
NGEEOFDF_04781	K00549
NGEEOFDF_04782	K01061
NGEEOFDF_04783	K00757
NGEEOFDF_04784	K09760
NGEEOFDF_04785	K03183
NGEEOFDF_04786	K03690
NGEEOFDF_04787	K03688
NGEEOFDF_04788	K03116
NGEEOFDF_04789	K03117
NGEEOFDF_04790	K03118
NGEEOFDF_04791	K03424
NGEEOFDF_04792	K05785
NGEEOFDF_04793	K03182
NGEEOFDF_04794	K00523
NGEEOFDF_04795	K00632
NGEEOFDF_04796	K01782
NGEEOFDF_04797	K01271
