#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
KDKFJGNO_00052	224308.BSU00410	1.05e-127	363.0	COG1658@1|root,COG1658@2|Bacteria,1V3K3@1239|Firmicutes,4HH5Y@91061|Bacilli,1ZFNN@1386|Bacillus	91061|Bacilli	J	Required for correct processing of both the 5' and 3' ends of 5S rRNA precursor. Cleaves both sides of a double-stranded region yielding mature 5S rRNA in one step	rnmV	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043822,GO:0044085,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360	3.1.26.8	ko:K05985	0	0	0	0	ko00000,ko01000	0	0	0	DUF4093,Toprim,Toprim_4
KDKFJGNO_00053	224308.BSU00420	1.24e-199	554.0	COG0030@1|root,COG0030@2|Bacteria,1TP9W@1239|Firmicutes,4HA4R@91061|Bacilli,1ZBZX@1386|Bacillus	91061|Bacilli	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits	ksgA	GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.182	ko:K02528	0	0	R10716	RC00003,RC03257	ko00000,ko01000,ko03009	0	0	0	RrnaAD
KDKFJGNO_00054	224308.BSU00430	6.69e-200	555.0	28HCB@1|root,2Z7P7@2|Bacteria,1TNZK@1239|Firmicutes,4HBET@91061|Bacilli,1ZCTC@1386|Bacillus	91061|Bacilli	S	peptidase	yabG	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0031160,GO:0043591,GO:0043593,GO:0044426,GO:0044462,GO:0044464,GO:0071944	0	ko:K06436	0	0	0	0	ko00000	0	0	0	Peptidase_U57
KDKFJGNO_00055	224308.BSU00440	5.32e-53	166.0	COG4466@1|root,COG4466@2|Bacteria,1VEQM@1239|Firmicutes,4HKF8@91061|Bacilli,1ZI19@1386|Bacillus	91061|Bacilli	S	protein conserved in bacteria	veg	0	0	0	0	0	0	0	0	0	0	0	VEG
KDKFJGNO_00056	224308.BSU00450	3.96e-37	124.0	2E2ZT@1|root,32Y0E@2|Bacteria,1VEHE@1239|Firmicutes,4HNK8@91061|Bacilli,1ZITS@1386|Bacillus	91061|Bacilli	S	DNA topological change	sspF	0	0	ko:K06423	0	0	0	0	ko00000	0	0	0	SASP
KDKFJGNO_00057	224308.BSU00460	2.34e-207	573.0	COG1947@1|root,COG1947@2|Bacteria,1TPXV@1239|Firmicutes,4HAV8@91061|Bacilli,1ZAYT@1386|Bacillus	91061|Bacilli	I	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol	ispE	GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0044237,GO:0050515	2.7.1.148	ko:K00919,ko:K16924	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096,M00582	R05634	RC00002,RC01439	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.29	0	iYO844.BSU00460	GHMP_kinases_C,GHMP_kinases_N
KDKFJGNO_00058	224308.BSU00470	4.66e-196	544.0	COG0503@1|root,COG0503@2|Bacteria,1TPN9@1239|Firmicutes,4HB8I@91061|Bacilli,1ZAW9@1386|Bacillus	91061|Bacilli	F	pur operon repressor	purR	0	0	ko:K09685	0	0	0	0	ko00000,ko03000	0	0	0	Pribosyltran,PuR_N
KDKFJGNO_00059	1051501.AYTL01000009_gene187	3.45e-83	246.0	COG0251@1|root,COG0251@2|Bacteria,1V6HG@1239|Firmicutes,4HKEF@91061|Bacilli,1ZG9Q@1386|Bacillus	91061|Bacilli	J	translation initiation inhibitor, yjgF family	yabJ	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016787,GO:0019239,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046360,GO:0046361,GO:0046394,GO:0046459,GO:0051790,GO:0071704,GO:0072330,GO:1901576	3.5.99.10	ko:K09022	0	0	R11098,R11099	RC03275,RC03354	ko00000,ko01000	0	0	0	Ribonuc_L-PSP
KDKFJGNO_00060	224308.BSU00490	4.23e-64	195.0	COG2088@1|root,COG2088@2|Bacteria,1V9ZG@1239|Firmicutes,4HIPT@91061|Bacilli,1ZGXK@1386|Bacillus	91061|Bacilli	D	Essential for sporulation. Interferes with or is a negative regulator of the pathway leading to asymmetric septation	spoVG	GO:0000003,GO:0008150,GO:0019954,GO:0030436,GO:0032502,GO:0043934	0	ko:K06412	0	0	0	0	ko00000	0	0	0	SpoVG
KDKFJGNO_00061	224308.BSU00500	9e-310	846.0	COG1207@1|root,COG1207@2|Bacteria,1TP88@1239|Firmicutes,4H9V5@91061|Bacilli,1ZAVH@1386|Bacillus	91061|Bacilli	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain	glmU	GO:0000270,GO:0000271,GO:0003674,GO:0003824,GO:0003977,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006629,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009252,GO:0009273,GO:0009987,GO:0016051,GO:0016740,GO:0016772,GO:0016779,GO:0030203,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0070569,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576,GO:1903509	2.3.1.157,2.7.7.23	ko:K04042	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000	0	0	0	Hexapep,NTP_transf_3,NTP_transferase
KDKFJGNO_00062	224308.BSU00510	1.22e-223	617.0	COG0462@1|root,COG0462@2|Bacteria,1TQ6Q@1239|Firmicutes,4HB61@91061|Bacilli,1ZD4C@1386|Bacillus	91061|Bacilli	F	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs	GO:0003674,GO:0003824,GO:0004749,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016772,GO:0016778,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.6.1	ko:K00948	ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230	M00005	R01049	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	0	0	0	Pribosyl_synth,Pribosyltran_N
KDKFJGNO_00063	224308.BSU00520	1.45e-136	387.0	COG1825@1|root,COG1825@2|Bacteria,1VA38@1239|Firmicutes,4HIMM@91061|Bacilli,1ZDPJ@1386|Bacillus	91061|Bacilli	J	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance	ctc	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008097,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	0	ko:K02897	ko03010,map03010	M00178	0	0	ko00000,ko00001,ko00002,ko03011	0	0	0	Ribosomal_L25p,Ribosomal_TL5_C
KDKFJGNO_00064	224308.BSU00530	2.03e-135	383.0	COG0193@1|root,COG0193@2|Bacteria,1V3NB@1239|Firmicutes,4HH2Z@91061|Bacilli,1ZC7I@1386|Bacillus	91061|Bacilli	J	The natural substrate for this enzyme may be peptidyl- tRNAs which drop off the ribosome during protein synthesis	pth	GO:0003674,GO:0003824,GO:0004045,GO:0016787,GO:0016788,GO:0052689,GO:0140098,GO:0140101	3.1.1.29	ko:K01056	0	0	0	0	ko00000,ko01000,ko03012	0	0	0	Pept_tRNA_hydro
KDKFJGNO_00065	224308.BSU00540	6.36e-54	168.0	2EJ4H@1|root,33CVR@2|Bacteria,1VMIU@1239|Firmicutes,4HP24@91061|Bacilli,1ZJ5B@1386|Bacillus	91061|Bacilli	S	Peptide ABC transporter permease	yabK	0	0	0	0	0	0	0	0	0	0	0	DUF2757
KDKFJGNO_00066	224308.BSU00550	0.0	2255.0	COG1197@1|root,COG1197@2|Bacteria,1TPF1@1239|Firmicutes,4H9NB@91061|Bacilli,1ZBAK@1386|Bacillus	91061|Bacilli	L	Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site	mfd	0	0	ko:K03723	ko03420,map03420	0	0	0	ko00000,ko00001,ko01000,ko03400	0	0	0	CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF
KDKFJGNO_00067	224308.BSU00560	5.88e-121	345.0	COG2002@1|root,COG2002@2|Bacteria,1V02A@1239|Firmicutes,4HDIW@91061|Bacilli,1ZAXU@1386|Bacillus	91061|Bacilli	K	stage V sporulation protein	spoVT	GO:0003674,GO:0005488,GO:0005515,GO:0042802	0	ko:K04769	0	0	0	0	ko00000,ko03000	0	0	0	MazE_antitoxin,SpoVT_C
KDKFJGNO_00068	224308.BSU00570	0.0	991.0	COG2244@1|root,COG2244@2|Bacteria,1TNYX@1239|Firmicutes,4HACG@91061|Bacilli,1ZBBF@1386|Bacillus	91061|Bacilli	S	COG2244 Membrane protein involved in the export of O-antigen and teichoic acid	yabM	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	0	ko:K03328	0	0	0	0	ko00000	2.A.66.2	0	0	Polysacc_synt,Polysacc_synt_C
KDKFJGNO_00069	224308.BSU00580	0.0	890.0	COG1694@1|root,COG3956@2|Bacteria,1TPK1@1239|Firmicutes,4HA0A@91061|Bacilli,1ZAYB@1386|Bacillus	91061|Bacilli	S	COG3956 Protein containing tetrapyrrole methyltransferase domain and MazG-like	yabN	GO:0003674,GO:0003824,GO:0006139,GO:0006163,GO:0006195,GO:0006203,GO:0006213,GO:0006220,GO:0006244,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009147,GO:0009149,GO:0009151,GO:0009155,GO:0009164,GO:0009166,GO:0009199,GO:0009200,GO:0009203,GO:0009204,GO:0009208,GO:0009210,GO:0009211,GO:0009213,GO:0009215,GO:0009217,GO:0009218,GO:0009219,GO:0009222,GO:0009223,GO:0009259,GO:0009261,GO:0009262,GO:0009264,GO:0009394,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019692,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0042454,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0046046,GO:0046047,GO:0046051,GO:0046052,GO:0046060,GO:0046061,GO:0046070,GO:0046075,GO:0046076,GO:0046080,GO:0046081,GO:0046131,GO:0046133,GO:0046135,GO:0046386,GO:0046434,GO:0046483,GO:0046700,GO:0047429,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:0072527,GO:0072529,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658	3.6.1.66	ko:K02428,ko:K02499	ko00230,map00230	0	R00426,R00720,R01855,R02100,R02720,R03531	RC00002	ko00000,ko00001,ko01000,ko03036	0	0	0	MazG,TP_methylase
KDKFJGNO_00070	224308.BSU00590	4.22e-50	159.0	COG1188@1|root,COG1188@2|Bacteria,1VEI5@1239|Firmicutes,4HKJJ@91061|Bacilli,1ZHXN@1386|Bacillus	91061|Bacilli	J	COG1188 Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	yabO	0	0	0	0	0	0	0	0	0	0	0	S4
KDKFJGNO_00071	224308.BSU00600	1.91e-66	201.0	2E3ZZ@1|root,32YWW@2|Bacteria,1VEIW@1239|Firmicutes,4HPDE@91061|Bacilli,1ZGYU@1386|Bacillus	91061|Bacilli	S	Sporulation protein YabP	yabP	GO:0005575,GO:0005623,GO:0042601,GO:0042763,GO:0044464	0	0	0	0	0	0	0	0	0	0	YabP
KDKFJGNO_00072	224308.BSU00610	2.21e-139	395.0	2BYDV@1|root,32RAH@2|Bacteria,1V91M@1239|Firmicutes,4HIIQ@91061|Bacilli,1ZH7H@1386|Bacillus	91061|Bacilli	S	spore cortex biosynthesis protein	yabQ	GO:0005575,GO:0005623,GO:0042601,GO:0042763,GO:0044464	0	0	0	0	0	0	0	0	0	0	Spore_YabQ
KDKFJGNO_00073	224308.BSU00620	4.18e-75	225.0	COG2919@1|root,COG2919@2|Bacteria,1VKC5@1239|Firmicutes,4HR53@91061|Bacilli,1ZIBZ@1386|Bacillus	91061|Bacilli	D	Septum formation initiator	divIC	0	0	ko:K13052	0	0	0	0	ko00000,ko03036	0	0	0	DivIC
KDKFJGNO_00074	1051501.AYTL01000009_gene201	2.49e-82	244.0	COG1098@1|root,COG1098@2|Bacteria,1V6FE@1239|Firmicutes,4HIKM@91061|Bacilli,1ZG7S@1386|Bacillus	91061|Bacilli	J	RNA binding protein (contains ribosomal protein S1 domain)	yabR	0	0	ko:K07571	0	0	0	0	ko00000	0	0	0	S1
KDKFJGNO_00077	224308.BSU00640	0.0	1556.0	COG2208@1|root,COG2208@2|Bacteria,1TQ92@1239|Firmicutes,4HB0X@91061|Bacilli,1ZAYZ@1386|Bacillus	91061|Bacilli	KT	stage II sporulation protein E	spoIIE	GO:0005575,GO:0005623,GO:0042601,GO:0042763,GO:0044464	3.1.3.16	ko:K06382	0	0	0	0	ko00000,ko01000	0	0	0	SpoIIE
KDKFJGNO_00078	224308.BSU00650	5.61e-168	470.0	COG2304@1|root,COG2304@2|Bacteria,1U1SJ@1239|Firmicutes,4HD70@91061|Bacilli,1ZC1N@1386|Bacillus	91061|Bacilli	S	protein containing a von Willebrand factor type A (vWA) domain	yabS	0	0	ko:K07114	0	0	0	0	ko00000,ko02000	1.A.13.2.2,1.A.13.2.3	0	0	VWA,VWA_2
KDKFJGNO_00079	224308.BSU00660	1.25e-238	656.0	COG0515@1|root,COG0515@2|Bacteria,1TSNS@1239|Firmicutes,4HBDI@91061|Bacilli,1ZBVA@1386|Bacillus	91061|Bacilli	KLT	serine threonine protein kinase	yabT	0	2.7.11.1	ko:K08884	0	0	0	0	ko00000,ko01000,ko01001	0	0	0	Pkinase
KDKFJGNO_00080	224308.BSU00670	0.0	946.0	COG0037@1|root,COG0037@2|Bacteria,1TPXP@1239|Firmicutes,4H9ZM@91061|Bacilli,1ZBFQ@1386|Bacillus	91061|Bacilli	D	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	0	2.4.2.8,6.3.4.19	ko:K04075,ko:K15780	ko00230,ko01100,ko01110,map00230,map01100,map01110	0	R01132,R01229,R02142,R09597	RC00063,RC00122,RC02633,RC02634	ko00000,ko00001,ko01000,ko03016	0	0	0	ATP_bind_3,TilS,TilS_C
KDKFJGNO_00081	224308.BSU00680	4.82e-121	346.0	COG0634@1|root,COG0634@2|Bacteria,1V1C9@1239|Firmicutes,4HFZ2@91061|Bacilli,1ZB7B@1386|Bacillus	91061|Bacilli	F	Belongs to the purine pyrimidine phosphoribosyltransferase family	hpt	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.4.2.8,6.3.4.19	ko:K00760,ko:K15780	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	0	R00190,R01132,R01229,R02142,R08237,R08238,R08245	RC00063,RC00122	ko00000,ko00001,ko01000,ko03016	0	0	0	Pribosyltran
KDKFJGNO_00082	224308.BSU00690	0.0	1233.0	COG0465@1|root,COG0465@2|Bacteria,1TPTV@1239|Firmicutes,4HAJB@91061|Bacilli,1ZBEU@1386|Bacillus	91061|Bacilli	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0030163,GO:0030428,GO:0032502,GO:0042623,GO:0043170,GO:0043934,GO:0044238,GO:0044464,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575	0	ko:K03798	0	M00742	0	0	ko00000,ko00002,ko01000,ko01002,ko03110	0	0	0	AAA,FtsH_ext,Peptidase_M41
KDKFJGNO_00083	224308.BSU00700	6.92e-189	524.0	COG1521@1|root,COG1521@2|Bacteria,1TR0X@1239|Firmicutes,4H9QA@91061|Bacilli,1ZBQ0@1386|Bacillus	91061|Bacilli	F	Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis	coaX	0	2.7.1.33	ko:K03525	ko00770,ko01100,map00770,map01100	M00120	R02971,R03018,R04391	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	0	0	0	Pan_kinase
KDKFJGNO_00084	224308.BSU00710	9.54e-208	574.0	COG1281@1|root,COG1281@2|Bacteria,1TRCH@1239|Firmicutes,4HAFR@91061|Bacilli,1ZBFC@1386|Bacillus	91061|Bacilli	O	Redox regulated molecular chaperone. Protects both thermally unfolding and oxidatively damaged proteins from irreversible aggregation. Plays an important role in the bacterial defense system toward oxidative stress	hslO	0	0	ko:K04083	0	0	0	0	ko00000,ko03110	0	0	0	HSP33
KDKFJGNO_00085	224308.BSU00720	6.68e-196	544.0	COG0760@1|root,COG0760@2|Bacteria,1UZZM@1239|Firmicutes,4HE14@91061|Bacilli,1ZBFZ@1386|Bacillus	91061|Bacilli	O	peptidyl-prolyl isomerase	yacD	0	5.2.1.8	ko:K07533	0	0	0	0	ko00000,ko01000,ko03110	0	0	0	Rotamase,Rotamase_2,Rotamase_3,SurA_N_3
KDKFJGNO_00086	224308.BSU00730	3.77e-218	602.0	COG0031@1|root,COG0031@2|Bacteria,1TP30@1239|Firmicutes,4HAMU@91061|Bacilli,1ZBC7@1386|Bacillus	91061|Bacilli	E	Belongs to the cysteine synthase cystathionine beta- synthase family	cysK	GO:0000096,GO:0000097,GO:0000098,GO:0003674,GO:0003824,GO:0004122,GO:0004124,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006534,GO:0006535,GO:0006555,GO:0006563,GO:0006790,GO:0006807,GO:0008134,GO:0008144,GO:0008150,GO:0008152,GO:0008284,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009068,GO:0009069,GO:0009070,GO:0009087,GO:0009987,GO:0016043,GO:0016053,GO:0016054,GO:0016740,GO:0016765,GO:0016829,GO:0016835,GO:0016836,GO:0016846,GO:0019344,GO:0019752,GO:0019842,GO:0022607,GO:0030170,GO:0032991,GO:0032993,GO:0036094,GO:0042127,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043388,GO:0043436,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044272,GO:0044273,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046395,GO:0046983,GO:0048037,GO:0048518,GO:0048522,GO:0050662,GO:0050789,GO:0050794,GO:0051098,GO:0051099,GO:0051101,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051291,GO:0065003,GO:0065007,GO:0065009,GO:0070279,GO:0071704,GO:0071840,GO:0080146,GO:0097159,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607,GO:1904796,GO:1904798,GO:2000677,GO:2000679	2.5.1.47	ko:K01738	ko00270,ko00920,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00270,map00920,map01100,map01110,map01120,map01130,map01200,map01230	M00021	R00897,R03601,R04859	RC00020,RC02814,RC02821	ko00000,ko00001,ko00002,ko01000	0	0	0	PALP
KDKFJGNO_00087	224308.BSU00740	0.0	935.0	COG0147@1|root,COG0147@2|Bacteria,1TQAP@1239|Firmicutes,4HB31@91061|Bacilli,1ZARE@1386|Bacillus	91061|Bacilli	EH	Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia	pabB	GO:0000162,GO:0000287,GO:0003674,GO:0003824,GO:0004049,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005950,GO:0006082,GO:0006520,GO:0006568,GO:0006575,GO:0006576,GO:0006586,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009108,GO:0009308,GO:0009309,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0016829,GO:0016830,GO:0016833,GO:0018130,GO:0019438,GO:0019752,GO:0032991,GO:0034641,GO:0042398,GO:0042401,GO:0042430,GO:0042435,GO:0042558,GO:0042559,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0046820,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	2.6.1.85	ko:K01665	ko00790,map00790	0	R01716	RC00010,RC01418	ko00000,ko00001,ko01000	0	0	0	Anth_synt_I_N,Chorismate_bind
KDKFJGNO_00088	224308.BSU00750	1.03e-137	389.0	COG0512@1|root,COG0512@2|Bacteria,1TT9R@1239|Firmicutes,4H9XP@91061|Bacilli,1ZBB7@1386|Bacillus	91061|Bacilli	EH	Anthranilate synthase	pabA	GO:0000162,GO:0003674,GO:0003824,GO:0004049,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005950,GO:0006082,GO:0006520,GO:0006568,GO:0006575,GO:0006576,GO:0006586,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009108,GO:0009308,GO:0009309,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0016829,GO:0016830,GO:0016833,GO:0018130,GO:0019438,GO:0019752,GO:0032991,GO:0034641,GO:0042398,GO:0042401,GO:0042430,GO:0042435,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0046820,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	2.6.1.85	ko:K01664	ko00790,map00790	0	R01716	RC00010,RC01418	ko00000,ko00001,ko01000	0	0	iYO844.BSU00750	GATase
KDKFJGNO_00089	224308.BSU00760	2.27e-216	596.0	COG0115@1|root,COG0115@2|Bacteria,1TSIP@1239|Firmicutes,4HC7K@91061|Bacilli,1ZCRC@1386|Bacillus	91061|Bacilli	EH	4-amino-4-deoxychorismate lyase	pabC	0	4.1.3.38	ko:K02619	ko00790,map00790	0	R05553	RC01843,RC02148	ko00000,ko00001,ko01000	0	0	0	Aminotran_4
